Drug A,Drug B,Strain,Bliss Score,p-value,Interaction Type,Drug A Inchikey,Drug B Inchikey,Specie,Drug Pair
puromycin,pyocyanin,salmonella typhimurium 14028,0.1365,0.002167452,Antagonism,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,salmonella typhimurium,"('RXWNCPJZOCPEPQ-NVWDDTSBSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
pyocyanin,mitomycin c,salmonella typhimurium 14028,0.114,0.002167452,Antagonism,YNCMLFHHXWETLD-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,salmonella typhimurium,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
pyocyanin,moxifloxacin,salmonella typhimurium 14028,0.8839,0.002167452,Antagonism,YNCMLFHHXWETLD-UHFFFAOYSA-N,FABPRXSRWADJSP-MEDUHNTESA-N,salmonella typhimurium,"('FABPRXSRWADJSP-MEDUHNTESA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
procaine,pyocyanin,salmonella typhimurium 14028,-0.1645,0.002167452,Synergy,MFDFERRIHVXMIY-UHFFFAOYSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,salmonella typhimurium,"('MFDFERRIHVXMIY-UHFFFAOYSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
pseudomonic acid,chir-90,salmonella typhimurium 14028,-0.228,0.003743781,Synergy,MINDHVHHQZYEEK-HBBNESRFSA-N,FQYBTYFKOHPWQT-VGSWGCGISA-N,salmonella typhimurium,"('FQYBTYFKOHPWQT-VGSWGCGISA-N', 'MINDHVHHQZYEEK-HBBNESRFSA-N')"
chloramphenicol,pyocyanin,salmonella typhimurium 14028,0.2135,0.002167452,Antagonism,WIIZWVCIJKGZOK-RKDXNWHRSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,salmonella typhimurium,"('WIIZWVCIJKGZOK-RKDXNWHRSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
clindamycin,pyocyanin,salmonella typhimurium 14028,0.1373,0.002167452,Antagonism,KDLRVYVGXIQJDK-AWPVFWJPSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,salmonella typhimurium,"('KDLRVYVGXIQJDK-AWPVFWJPSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
amikacin,pyocyanin,salmonella typhimurium 14028,-0.0872,,,LKCWBDHBTVXHDL-RMDFUYIESA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,salmonella typhimurium,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
tobramycin,pyocyanin,salmonella typhimurium 14028,-0.0675,,,NLVFBUXFDBBNBW-PBSUHMDJSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,salmonella typhimurium,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
clarithromycin,pyocyanin,salmonella typhimurium 14028,0.1194,0.002167452,Antagonism,AGOYDEPGAOXOCK-KCBOHYOISA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,salmonella typhimurium,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
pyocyanin,azithromycin,salmonella typhimurium 14028,0.2386,0.002167452,Antagonism,YNCMLFHHXWETLD-UHFFFAOYSA-N,MQTOSJVFKKJCRP-BICOPXKESA-N,salmonella typhimurium,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
nitrofurantoin,pyocyanin,salmonella typhimurium 14028,-0.0759,,,NXFQHRVNIOXGAQ-YCRREMRBSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,salmonella typhimurium,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
pyocyanin,acetylsalisylic acid,salmonella typhimurium 14028,-0.1836,,,YNCMLFHHXWETLD-UHFFFAOYSA-N,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,salmonella typhimurium,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
ciprofloxacin,pyocyanin,salmonella typhimurium 14028,0.3389,0.014283707,Antagonism,MYSWGUAQZAJSOK-UHFFFAOYSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,salmonella typhimurium,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
pyocyanin,bleomycin,salmonella typhimurium 14028,0.0712,,,YNCMLFHHXWETLD-UHFFFAOYSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,salmonella typhimurium,"('OYVAGSVQBOHSSS-WXFSZRTFSA-O', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
pyocyanin,chir-90,salmonella typhimurium 14028,0.5529,0.006857379,Antagonism,YNCMLFHHXWETLD-UHFFFAOYSA-N,FQYBTYFKOHPWQT-VGSWGCGISA-N,salmonella typhimurium,"('FQYBTYFKOHPWQT-VGSWGCGISA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
pyocyanin,gentamicin,salmonella typhimurium 14028,-0.0505,,,YNCMLFHHXWETLD-UHFFFAOYSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,salmonella typhimurium,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
novobiocin,pyocyanin,salmonella typhimurium 14028,0.486,0.002167452,Antagonism,YJQPYGGHQPGBLI-KGSXXDOSSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,salmonella typhimurium,"('YJQPYGGHQPGBLI-KGSXXDOSSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
mecillinam,pyocyanin,salmonella typhimurium 14028,0.2613,0.002167452,Antagonism,BWWVAEOLVKTZFQ-NTZNESFSSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,salmonella typhimurium,"('BWWVAEOLVKTZFQ-NTZNESFSSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
polymyxin b,pseudomonic acid,salmonella typhimurium 14028,-0.2864,,,WQVJHHACXVLGBL-BPJDFBQWSA-N,MINDHVHHQZYEEK-HBBNESRFSA-N,salmonella typhimurium,"('MINDHVHHQZYEEK-HBBNESRFSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
benzalkonium,pyocyanin,salmonella typhimurium 14028,-0.0734,,,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,salmonella typhimurium,"('VVZBFOKBSDGVGZ-UHFFFAOYSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
vanillin,pseudomonic acid,salmonella typhimurium 14028,-0.0495,,,MWOOGOJBHIARFG-UHFFFAOYSA-N,MINDHVHHQZYEEK-HBBNESRFSA-N,salmonella typhimurium,"('MINDHVHHQZYEEK-HBBNESRFSA-N', 'MWOOGOJBHIARFG-UHFFFAOYSA-N')"
chlorhexidine,pyocyanin,salmonella typhimurium 14028,-0.3586,0.011087353,Synergy,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,salmonella typhimurium,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
egcg,pyocyanin,salmonella typhimurium 14028,-0.0857,,,WMBWREPUVVBILR-WIYYLYMNSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,salmonella typhimurium,"('WMBWREPUVVBILR-WIYYLYMNSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
pyocyanin,imipenem,salmonella typhimurium 14028,-0.3733,0.002167452,Synergy,YNCMLFHHXWETLD-UHFFFAOYSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,salmonella typhimurium,"('YNCMLFHHXWETLD-UHFFFAOYSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
pyocyanin,curcumin,salmonella typhimurium 14028,-0.1174,,,YNCMLFHHXWETLD-UHFFFAOYSA-N,VFLDPWHFBUODDF-FCXRPNKRSA-N,salmonella typhimurium,"('VFLDPWHFBUODDF-FCXRPNKRSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
pyocyanin,berberine,salmonella typhimurium 14028,-0.0269,,,YNCMLFHHXWETLD-UHFFFAOYSA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,salmonella typhimurium,"('YBHILYKTIRIUTE-UHFFFAOYSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
pyocyanin,diclofenac,salmonella typhimurium 14028,-0.1037,,,YNCMLFHHXWETLD-UHFFFAOYSA-N,DCOPUUMXTXDBNB-UHFFFAOYSA-N,salmonella typhimurium,"('DCOPUUMXTXDBNB-UHFFFAOYSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
pseudomonic acid,curcumin,salmonella typhimurium 14028,0.0844,,,MINDHVHHQZYEEK-HBBNESRFSA-N,VFLDPWHFBUODDF-FCXRPNKRSA-N,salmonella typhimurium,"('MINDHVHHQZYEEK-HBBNESRFSA-N', 'VFLDPWHFBUODDF-FCXRPNKRSA-N')"
pseudomonic acid,berberine,salmonella typhimurium 14028,-0.1584,0.04380092,Synergy,MINDHVHHQZYEEK-HBBNESRFSA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,salmonella typhimurium,"('MINDHVHHQZYEEK-HBBNESRFSA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')"
pseudomonic acid,acetylsalisylic acid,salmonella typhimurium 14028,-0.1116,,,MINDHVHHQZYEEK-HBBNESRFSA-N,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,salmonella typhimurium,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'MINDHVHHQZYEEK-HBBNESRFSA-N')"
pyocyanin,meropenem,salmonella typhimurium 14028,-0.551,0.001836122,Synergy,YNCMLFHHXWETLD-UHFFFAOYSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,salmonella typhimurium,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
spectinomycin,pseudomonic acid,salmonella typhimurium 14028,0.0813,,,UNFWWIHTNXNPBV-WXKVUWSESA-N,MINDHVHHQZYEEK-HBBNESRFSA-N,salmonella typhimurium,"('MINDHVHHQZYEEK-HBBNESRFSA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
piperacillin,pyocyanin,salmonella typhimurium 14028,0.1373,0.002167452,Antagonism,IVBHGBMCVLDMKU-GXNBUGAJSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,salmonella typhimurium,"('IVBHGBMCVLDMKU-GXNBUGAJSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
penicillin g,pyocyanin,salmonella typhimurium 14028,0.0979,,,JGSARLDLIJGVTE-MBNYWOFBSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,salmonella typhimurium,"('JGSARLDLIJGVTE-MBNYWOFBSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
pyocyanin,pseudomonic acid,salmonella typhimurium 14028,0.0357,,,YNCMLFHHXWETLD-UHFFFAOYSA-N,MINDHVHHQZYEEK-HBBNESRFSA-N,salmonella typhimurium,"('MINDHVHHQZYEEK-HBBNESRFSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
pseudomonic acid,streptozotocin,salmonella typhimurium 14028,0.0879,,,MINDHVHHQZYEEK-HBBNESRFSA-N,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,salmonella typhimurium,"('MINDHVHHQZYEEK-HBBNESRFSA-N', 'ZSJLQEPLLKMAKR-GKHCUFPYSA-N')"
cccp,pseudomonic acid,salmonella typhimurium 14028,-0.1177,0.014283707,Synergy,UGTJLJZQQFGTJD-UHFFFAOYSA-N,MINDHVHHQZYEEK-HBBNESRFSA-N,salmonella typhimurium,"('MINDHVHHQZYEEK-HBBNESRFSA-N', 'UGTJLJZQQFGTJD-UHFFFAOYSA-N')"
chlorhexidine,pseudomonic acid,salmonella typhimurium 14028,-0.639,0.022632861,Synergy,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,MINDHVHHQZYEEK-HBBNESRFSA-N,salmonella typhimurium,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'MINDHVHHQZYEEK-HBBNESRFSA-N')"
pyocyanin,streptozotocin,salmonella typhimurium 14028,-0.1527,0.006370634,Synergy,YNCMLFHHXWETLD-UHFFFAOYSA-N,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,salmonella typhimurium,"('YNCMLFHHXWETLD-UHFFFAOYSA-N', 'ZSJLQEPLLKMAKR-GKHCUFPYSA-N')"
erythromycin,pyocyanin,salmonella typhimurium 14028,0.1574,0.002167452,Antagonism,ULGZDMOVFRHVEP-RWJQBGPGSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,salmonella typhimurium,"('ULGZDMOVFRHVEP-RWJQBGPGSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
cccp,pyocyanin,salmonella typhimurium 14028,0.1678,0.003321543,Antagonism,UGTJLJZQQFGTJD-UHFFFAOYSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,salmonella typhimurium,"('UGTJLJZQQFGTJD-UHFFFAOYSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
cefsulodin,imipenem,pseudomonas aeruginosa pao1,0.3701,0.001849815,Antagonism,SYLKGLMBLAAGSC-QLVMHMETSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,pseudomonas aeruginosa,"('SYLKGLMBLAAGSC-QLVMHMETSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
ciprofloxacin,procaine,pseudomonas aeruginosa pao1,-0.3109,0.002089943,Synergy,MYSWGUAQZAJSOK-UHFFFAOYSA-N,MFDFERRIHVXMIY-UHFFFAOYSA-N,pseudomonas aeruginosa,"('MFDFERRIHVXMIY-UHFFFAOYSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
fosfomycin,mitomycin c,pseudomonas aeruginosa pao1,-0.221,0.002089943,Synergy,YMDXZJFXQJVXBF-STHAYSLISA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,pseudomonas aeruginosa,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
amoxicillin,a22,pseudomonas aeruginosa pao1,0.0475,,,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,LZTCFLDZLBOLDW-UHFFFAOYSA-N,pseudomonas aeruginosa,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'LZTCFLDZLBOLDW-UHFFFAOYSA-N')"
fosfomycin,acetylsalisylic acid,pseudomonas aeruginosa pao1,-0.1902,0.023790803,Synergy,YMDXZJFXQJVXBF-STHAYSLISA-N,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,pseudomonas aeruginosa,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
oxacillin,penicillin g,pseudomonas aeruginosa pao1,-0.1043,0.031378853,Synergy,UWYHMGVUTGAWSP-JKIFEVAISA-N,JGSARLDLIJGVTE-MBNYWOFBSA-N,pseudomonas aeruginosa,"('JGSARLDLIJGVTE-MBNYWOFBSA-N', 'UWYHMGVUTGAWSP-JKIFEVAISA-N')"
benzalkonium,procaine,pseudomonas aeruginosa pao1,-0.0469,,,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,MFDFERRIHVXMIY-UHFFFAOYSA-N,pseudomonas aeruginosa,"('MFDFERRIHVXMIY-UHFFFAOYSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
cefsulodin,aztreonam,pseudomonas aeruginosa pao1,-0.0867,,,SYLKGLMBLAAGSC-QLVMHMETSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,pseudomonas aeruginosa,"('SYLKGLMBLAAGSC-QLVMHMETSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
cefsulodin,clarithromycin,pseudomonas aeruginosa pao1,0.0425,,,SYLKGLMBLAAGSC-QLVMHMETSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,pseudomonas aeruginosa,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'SYLKGLMBLAAGSC-QLVMHMETSA-N')"
procaine,metformin,pseudomonas aeruginosa pao1,-0.314,0.002089943,Synergy,MFDFERRIHVXMIY-UHFFFAOYSA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,pseudomonas aeruginosa,"('MFDFERRIHVXMIY-UHFFFAOYSA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')"
minocycline,rifampicin,pseudomonas aeruginosa pao1,-0.2619,0.001981816,Synergy,WTJXVDPDEQKTCV-VQAITOIOSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,pseudomonas aeruginosa,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'WTJXVDPDEQKTCV-VQAITOIOSA-N')"
ciprofloxacin,moxifloxacin,pseudomonas aeruginosa pao1,0.0474,,,MYSWGUAQZAJSOK-UHFFFAOYSA-N,FABPRXSRWADJSP-MEDUHNTESA-N,pseudomonas aeruginosa,"('FABPRXSRWADJSP-MEDUHNTESA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
fosfomycin,fusidic acid,pseudomonas aeruginosa pao1,0.1466,0.002089943,Antagonism,YMDXZJFXQJVXBF-STHAYSLISA-N,IECPWNUMDGFDKC-MZJAQBGESA-N,pseudomonas aeruginosa,"('IECPWNUMDGFDKC-MZJAQBGESA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,minocycline,pseudomonas aeruginosa pao1,0.1826,,,YMDXZJFXQJVXBF-STHAYSLISA-N,WTJXVDPDEQKTCV-VQAITOIOSA-N,pseudomonas aeruginosa,"('WTJXVDPDEQKTCV-VQAITOIOSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
polymyxin b,amikacin,pseudomonas aeruginosa pao1,0.2076,0.002089943,Antagonism,WQVJHHACXVLGBL-BPJDFBQWSA-N,LKCWBDHBTVXHDL-RMDFUYIESA-N,pseudomonas aeruginosa,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
amikacin,rifampicin,pseudomonas aeruginosa pao1,0.1526,0.002089943,Antagonism,LKCWBDHBTVXHDL-RMDFUYIESA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,pseudomonas aeruginosa,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'LKCWBDHBTVXHDL-RMDFUYIESA-N')"
benzalkonium,clarithromycin,pseudomonas aeruginosa pao1,0.333,0.002089943,Antagonism,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,pseudomonas aeruginosa,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
erythromycin,berberine,pseudomonas aeruginosa pao1,0.1449,0.009567829,Antagonism,ULGZDMOVFRHVEP-RWJQBGPGSA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,pseudomonas aeruginosa,"('ULGZDMOVFRHVEP-RWJQBGPGSA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')"
ciprofloxacin,rifampicin,pseudomonas aeruginosa pao1,0.1712,0.002089943,Antagonism,MYSWGUAQZAJSOK-UHFFFAOYSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,pseudomonas aeruginosa,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
amikacin,vanillin,pseudomonas aeruginosa pao1,0.1477,0.002089943,Antagonism,LKCWBDHBTVXHDL-RMDFUYIESA-N,MWOOGOJBHIARFG-UHFFFAOYSA-N,pseudomonas aeruginosa,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'MWOOGOJBHIARFG-UHFFFAOYSA-N')"
amikacin,azithromycin,pseudomonas aeruginosa pao1,0.6888,0.002089943,Antagonism,LKCWBDHBTVXHDL-RMDFUYIESA-N,MQTOSJVFKKJCRP-BICOPXKESA-N,pseudomonas aeruginosa,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'MQTOSJVFKKJCRP-BICOPXKESA-N')"
spiramycin,tobramycin,pseudomonas aeruginosa pao1,-0.0387,,,ACTOXUHEUCPTEW-CEUOBAOPSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,pseudomonas aeruginosa,"('ACTOXUHEUCPTEW-CEUOBAOPSA-N', 'NLVFBUXFDBBNBW-PBSUHMDJSA-N')"
erythromycin,tobramycin,pseudomonas aeruginosa pao1,0.4583,0.002089943,Antagonism,ULGZDMOVFRHVEP-RWJQBGPGSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,pseudomonas aeruginosa,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')"
a22,berberine,pseudomonas aeruginosa pao1,-0.0508,,,LZTCFLDZLBOLDW-UHFFFAOYSA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,pseudomonas aeruginosa,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')"
fosfomycin,cefotaxime,pseudomonas aeruginosa pao1,-0.1856,0.0063327,Synergy,YMDXZJFXQJVXBF-STHAYSLISA-N,GPRBEKHLDVQUJE-QSWIMTSFSA-N,pseudomonas aeruginosa,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
fosfomycin,nitrofurantoin,pseudomonas aeruginosa pao1,-0.091,,,YMDXZJFXQJVXBF-STHAYSLISA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,pseudomonas aeruginosa,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
polymyxin b,erythromycin,pseudomonas aeruginosa pao1,0.0721,,,WQVJHHACXVLGBL-BPJDFBQWSA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,pseudomonas aeruginosa,"('ULGZDMOVFRHVEP-RWJQBGPGSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
amikacin,cefotaxime,pseudomonas aeruginosa pao1,-0.3866,0.002089943,Synergy,LKCWBDHBTVXHDL-RMDFUYIESA-N,GPRBEKHLDVQUJE-QSWIMTSFSA-N,pseudomonas aeruginosa,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'LKCWBDHBTVXHDL-RMDFUYIESA-N')"
cefotaxime,piperacillin,pseudomonas aeruginosa pao1,-0.2578,0.001981816,Synergy,GPRBEKHLDVQUJE-QSWIMTSFSA-N,IVBHGBMCVLDMKU-GXNBUGAJSA-N,pseudomonas aeruginosa,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'IVBHGBMCVLDMKU-GXNBUGAJSA-N')"
sulfamonomethoxine,mitomycin c,pseudomonas aeruginosa pao1,-0.0753,,,WMPXPUYPYQKQCX-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,pseudomonas aeruginosa,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'WMPXPUYPYQKQCX-UHFFFAOYSA-N')"
a22,aztreonam,pseudomonas aeruginosa pao1,0.0403,,,LZTCFLDZLBOLDW-UHFFFAOYSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,pseudomonas aeruginosa,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
clofazimine,mitomycin c,pseudomonas aeruginosa pao1,-0.0682,,,WDQPAMHFFCXSNU-UHFFFAOYSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,pseudomonas aeruginosa,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'WDQPAMHFFCXSNU-UHFFFAOYSA-N')"
ciprofloxacin,acetylsalisylic acid,pseudomonas aeruginosa pao1,0.242,0.005238084,Antagonism,MYSWGUAQZAJSOK-UHFFFAOYSA-N,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,pseudomonas aeruginosa,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
fosfomycin,puromycin,pseudomonas aeruginosa pao1,0.2433,0.002089943,Antagonism,YMDXZJFXQJVXBF-STHAYSLISA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,pseudomonas aeruginosa,"('RXWNCPJZOCPEPQ-NVWDDTSBSA-N', 'YMDXZJFXQJVXBF-STHAYSLISA-N')"
cefotaxime,acetylsalisylic acid,pseudomonas aeruginosa pao1,0.2227,0.002089943,Antagonism,GPRBEKHLDVQUJE-QSWIMTSFSA-N,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,pseudomonas aeruginosa,"('BSYNRYMUTXBXSQ-UHFFFAOYSA-N', 'GPRBEKHLDVQUJE-QSWIMTSFSA-N')"
procaine,a22,pseudomonas aeruginosa pao1,0.0422,,,MFDFERRIHVXMIY-UHFFFAOYSA-N,LZTCFLDZLBOLDW-UHFFFAOYSA-N,pseudomonas aeruginosa,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'MFDFERRIHVXMIY-UHFFFAOYSA-N')"
procaine,meropenem,pseudomonas aeruginosa pao1,0.1001,0.002089943,Antagonism,MFDFERRIHVXMIY-UHFFFAOYSA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,pseudomonas aeruginosa,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'MFDFERRIHVXMIY-UHFFFAOYSA-N')"
nitrofurantoin,chir-90,pseudomonas aeruginosa pao1,0.0729,,,NXFQHRVNIOXGAQ-YCRREMRBSA-N,FQYBTYFKOHPWQT-VGSWGCGISA-N,pseudomonas aeruginosa,"('FQYBTYFKOHPWQT-VGSWGCGISA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')"
rifampicin,puromycin,pseudomonas aeruginosa pao1,0.242,0.002089943,Antagonism,JQXXHWHPUNPDRT-WLSIYKJHSA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,pseudomonas aeruginosa,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'RXWNCPJZOCPEPQ-NVWDDTSBSA-N')"
aztreonam,puromycin,pseudomonas aeruginosa pao1,0.0773,,,WZPBZJONDBGPKJ-VEHQQRBSSA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,pseudomonas aeruginosa,"('RXWNCPJZOCPEPQ-NVWDDTSBSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
aztreonam,colistin,pseudomonas aeruginosa pao1,0.1663,0.040302733,Antagonism,WZPBZJONDBGPKJ-VEHQQRBSSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,pseudomonas aeruginosa,"('WZPBZJONDBGPKJ-VEHQQRBSSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
