Drug 1,Drug 2,E. coli BW25113,E. coli iAi1,ST LT2,ST 14028,PAO1,PA14,p-value E. coli BW25113,p-value E. coli iAi1,p-value ST LT2,p-value ST 14028,p-value PAO1,p-value PA14,interaction E. coli BW25113,interaction E. coli iAi1,interaction ST LT2,interaction ST14028,interaction PAO1,interaction PA14
Doxycycline,Chlorhexidine,-0.256830035,0.1055059,-0.656933652,-0.42976646,-0.568806421,-0.640522901,0.042482068,NA,0.001768535,0.002167452,0.002089943,0.002815025,Synergy,NA,Synergy,Synergy,Synergy,Synergy
Chloramphenicol,A22,0.149041833,0.135661096,0.118698626,0.116745389,0.046395499,0.103955851,0.004098642,0.006382388,0.008236319,0.003743781,NA,0.002389296,Antagonism,Antagonism,Antagonism,Antagonism,NA,Antagonism
Ciprofloxacin,Benzalkonium,0.204154176,0.199253417,0.071999642,0.232062415,0.072556899,0.427402231,0.019773113,0.001463305,NA,0.005745371,NA,0.002815025,Antagonism,Antagonism,NA,Antagonism,NA,Antagonism
Ciprofloxacin,Minocycline,0.16160995,0.070796719,0.104279252,0.200808214,0.147380711,0.086331386,0.004098642,NA,NA,0.003743781,0.002089943,NA,Antagonism,NA,NA,Antagonism,Antagonism,NA
Amikacin,Erythromycin,0.200988162,0.047723051,0.159787759,-0.035933519,0.286068639,0.205776365,0.004098642,NA,0.04380092,NA,0.002089943,0.002815025,Antagonism,NA,Antagonism,NA,Antagonism,Antagonism
Amikacin,Procaine,0.472861747,0.059603383,0.197320092,0.076645285,0.190137433,0.114197256,0.001666307,NA,0.001768535,NA,0.002089943,0.045978735,Antagonism,NA,Antagonism,NA,Antagonism,Antagonism
Amikacin,EGCG,0.134582899,0.034852293,0.136350795,0.023458578,0.142715052,0.08374581,0.005217578,NA,0.008236319,NA,0.002089943,NA,Antagonism,NA,Antagonism,NA,Antagonism,NA
Amikacin,Clarithromycin,0.191256728,-0.05315478,0.147120969,-0.048223459,0.339824682,0.364678692,0.001666307,NA,0.039403973,NA,0.002089943,0.002815025,Antagonism,NA,Antagonism,NA,Antagonism,Antagonism
Amikacin,Metformin,0.277092219,0.041628558,0.169106704,0.04264402,0.466008024,0.05960483,0.03278,NA,0.034549354,NA,0.005238084,NA,Antagonism,NA,Antagonism,NA,Antagonism,NA
Amikacin,Berberine,0.310517196,0.074019577,0.174480854,0.033948486,0.323602645,0.04703947,0.001666307,NA,0.044493405,NA,0.005238084,NA,Antagonism,NA,Antagonism,NA,Antagonism,NA
Vanillin,Aztreonam,0.389529463,0.467557166,0.648882199,0.789500245,0.073573929,0.148953093,0.001666307,0.001463305,0.001768535,0.002167452,NA,0.011123888,Antagonism,Antagonism,Antagonism,Antagonism,NA,Antagonism
Aztreonam,Mitomycin C,0.166088106,0.153882673,0.177437919,0.169146132,0.070557699,0.183709728,0.015287108,0.001463305,0.001768535,0.002167452,NA,0.002815025,Antagonism,Antagonism,Antagonism,Antagonism,NA,Antagonism
Mitomycin C,Azithromycin,0.12291274,0.286485212,0.271357366,0.114978795,0.101689085,0.169845069,0.04026645,0.001463305,0.001768535,0.016436514,NA,0.002815025,Antagonism,Antagonism,Antagonism,Antagonism,NA,Antagonism
Piperacillin,Mitomycin C,0.123175046,0.040430711,0.137020645,0.190869651,0.100878225,0.148352805,0.038469278,NA,0.001768535,0.002167452,NA,0.002815025,Antagonism,NA,Antagonism,Antagonism,NA,Antagonism
Ciprofloxacin,Spectinomycin,0.297702677,0.134987742,0.117578157,0.12196515,0.191073657,0.312779231,0.031378862,NA,0.001768535,NA,0.01342082,0.002815025,Antagonism,NA,Antagonism,NA,Antagonism,Antagonism
Fusidic acid,Procaine,-0.111297462,-0.371444238,-0.447403092,-0.247094969,-0.351518955,-0.075876744,NA,0.001463305,0.001768535,0.002167452,0.002089943,NA,NA,Synergy,Synergy,Synergy,Synergy,NA
Amikacin,Piperacillin,-0.085401798,-0.125840127,-0.400918564,-0.172323626,-0.410968786,-0.368718009,NA,0.004486711,0.001768535,0.002167452,0.002089943,0.002815025,NA,Synergy,Synergy,Synergy,Synergy,Synergy
Cefotaxime,A22,-0.142714926,-0.179266974,-0.165740597,-0.245271572,-0.073620896,-0.133296097,NA,0.001463305,0.001768535,0.002167452,NA,0.002815025,NA,Synergy,Synergy,Synergy,NA,Synergy
Piperacillin,A22,-0.11041605,-0.293930926,-0.40844168,-0.299813582,-0.052077011,-0.119323727,NA,0.001463305,0.001768535,0.002167452,NA,0.002815025,NA,Synergy,Synergy,Synergy,NA,Synergy
Doxorubicin,Mitomycin C,-0.100025629,-0.124359521,-0.160267747,-0.069803526,-0.042000145,-0.236715783,NA,0.014177271,0.001768535,NA,NA,0.002815025,NA,Synergy,Synergy,NA,NA,Synergy
Ciprofloxacin,Levofloxacin,-0.02880967,-0.498380359,-0.373181692,-0.535485131,-0.178501875,0,NA,0.016472638,0.001858524,0.001836122,0.001981816,NA,NA,Synergy,Synergy,Synergy,Synergy,NA
Polymyxin B,Rifampicin,-0.243101051,-0.278274675,-0.518511534,-0.568850437,-0.197156012,-0.121222325,NA,0.020509412,0.001768535,0.002167452,0.020596071,0.016109338,NA,Synergy,Synergy,Synergy,Synergy,Synergy
Ciprofloxacin,Doxycycline,0.210562533,0.328870631,0.226725942,0.209147661,0.035575153,0.380423599,NA,0.002551072,0.001768535,0.002167452,NA,0.002815025,NA,Antagonism,Antagonism,Antagonism,NA,Antagonism
Doxycycline,Mitomycin C,0.149584973,0.2326187,0.170938509,0.104153451,-0.022121867,0.174635397,NA,0.001463305,0.001768535,0.025237659,NA,0.030063019,NA,Antagonism,Antagonism,Antagonism,NA,Antagonism
Spectinomycin,Clarithromycin,0.058634318,0.126414643,0.153855183,0.075547167,0.138497135,0.060291631,NA,0.036765019,0.003167815,NA,0.002089943,NA,NA,Antagonism,Antagonism,NA,Antagonism,NA
Amoxicillin,Tobramycin,NA,NA,NA,NA,-0.17221269,-0.034888823,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Synergy,NA
Chloramphenicol,Procaine,NA,NA,NA,NA,-0.210660724,-0.075914891,NA,NA,NA,NA,0.026783729,NA,NA,NA,NA,NA,Synergy,NA
Doxycycline,Nitrofurantoin,NA,NA,NA,NA,-0.101576477,0.064798261,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Synergy,NA
Fosfomycin,Tigecycline,NA,NA,NA,NA,-0.111182204,0.039023857,NA,NA,NA,NA,0.039410345,NA,NA,NA,NA,NA,Synergy,NA
Oxacillin,Tobramycin,NA,NA,NA,NA,-0.132619573,0.036643538,NA,NA,NA,NA,0.022069793,NA,NA,NA,NA,NA,Synergy,NA
Bacitracin,Tobramycin,NA,NA,NA,NA,-0.212686025,-0.12450715,NA,NA,NA,NA,0.002089943,0.002994083,NA,NA,NA,NA,Synergy,Synergy
Bacitracin,Chlorhexidine,NA,NA,NA,NA,-0.159498448,-0.088264419,NA,NA,NA,NA,0.012193256,NA,NA,NA,NA,NA,Synergy,NA
Polymyxin B,Procaine,NA,NA,NA,NA,-0.117836719,-0.285494077,NA,NA,NA,NA,0.003779074,NA,NA,NA,NA,NA,Synergy,NA
Polymyxin B,Chlorhexidine,NA,NA,NA,NA,-0.608992572,-0.616975268,NA,NA,NA,NA,0.002089943,0.002815025,NA,NA,NA,NA,Synergy,Synergy
Cefotaxime,Clarithromycin,NA,NA,NA,NA,-0.172506677,0.02886143,NA,NA,NA,NA,0.022069793,NA,NA,NA,NA,NA,Synergy,NA
Cefotaxime,Metformin,NA,NA,NA,NA,-0.427084321,-0.482831252,NA,NA,NA,NA,0.002089943,0.009195747,NA,NA,NA,NA,Synergy,Synergy
Erythromycin,Aztreonam,NA,NA,NA,NA,-0.133817849,-0.197384898,NA,NA,NA,NA,0.034806332,NA,NA,NA,NA,NA,Synergy,NA
Sulfamonomethoxine,Minocycline,NA,NA,NA,NA,-0.130551007,0.028129044,NA,NA,NA,NA,0.005238084,NA,NA,NA,NA,NA,Synergy,NA
Paraquat,Loperamide,NA,NA,NA,NA,-0.1273913,0.034424203,NA,NA,NA,NA,0.006607722,NA,NA,NA,NA,NA,Synergy,NA
Procaine,Levofloxacin,NA,NA,NA,NA,-0.352945783,0,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Synergy,NA
Procaine,Minocycline,NA,NA,NA,NA,-0.326277517,0,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Synergy,NA
Levofloxacin,Nitrofurantoin,NA,NA,NA,NA,-0.281004153,0.133676724,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Synergy,NA
Nitrofurantoin,Rifampicin,NA,NA,NA,NA,-0.134481689,-0.030558113,NA,NA,NA,NA,0.005238084,NA,NA,NA,NA,NA,Synergy,NA
A22,Chlorhexidine,NA,NA,NA,NA,-0.65615258,-0.56258751,NA,NA,NA,NA,0.002089943,0.002815025,NA,NA,NA,NA,Synergy,Synergy
Loperamide,Teicoplanin,NA,NA,NA,NA,-0.126576392,-0.085985872,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Synergy,NA
Loperamide,Clofazimine,NA,NA,NA,NA,-0.102097541,0.041290411,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Synergy,NA
Loperamide,Clarithromycin,NA,NA,NA,NA,-0.309539055,0.094025676,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Synergy,NA
Minocycline,Reserpine,NA,NA,NA,NA,-0.113309794,-0.05407978,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Synergy,NA
Chlorhexidine,Caffeine,NA,NA,NA,NA,-0.1496208,-0.045605195,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Synergy,NA
EGCG,Clarithromycin,NA,NA,NA,NA,-0.132987531,-0.070416576,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Synergy,NA
EGCG,Mitomycin C,NA,NA,NA,NA,-0.19719259,-0.067385145,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Synergy,NA
Penicillin G,Moxifloxacin,NA,NA,NA,NA,-0.215559434,0.036104615,NA,NA,NA,NA,0.021005514,NA,NA,NA,NA,NA,Synergy,NA
Imipenem,Phenformin,NA,NA,NA,NA,-0.27791203,0.048539336,NA,NA,NA,NA,0.036365,NA,NA,NA,NA,NA,Synergy,NA
Imipenem,Triclosan,NA,NA,NA,NA,-0.251783446,-0.036194732,NA,NA,NA,NA,0.040461287,NA,NA,NA,NA,NA,Synergy,NA
Amoxicillin,Gentamicin,NA,NA,NA,NA,-0.383839228,-0.132220928,NA,NA,NA,NA,0.013773623,NA,NA,NA,NA,NA,Synergy,NA
Ciprofloxacin,Cefotaxime,NA,NA,NA,NA,-0.122010705,0.045059797,NA,NA,NA,NA,0.003531698,NA,NA,NA,NA,NA,Synergy,NA
Ciprofloxacin,Piperacillin,NA,NA,NA,NA,-0.180505655,0.116246564,NA,NA,NA,NA,0.019490975,NA,NA,NA,NA,NA,Synergy,NA
Ciprofloxacin,Metformin,NA,NA,NA,NA,-0.25665059,0.110213492,NA,NA,NA,NA,0.00503913,NA,NA,NA,NA,NA,Synergy,NA
Bacitracin,Gentamicin,NA,NA,NA,NA,-0.384514293,-0.080893682,NA,NA,NA,NA,0.011784918,NA,NA,NA,NA,NA,Synergy,NA
Amikacin,Imipenem,NA,NA,NA,NA,-0.103155626,0.003975856,NA,NA,NA,NA,0.048925609,NA,NA,NA,NA,NA,Synergy,NA
Amikacin,Meropenem,NA,NA,NA,NA,-0.264844739,-0.035746404,NA,NA,NA,NA,0.049796943,NA,NA,NA,NA,NA,Synergy,NA
Cefotaxime,Levofloxacin,NA,NA,NA,NA,-0.123483284,0,NA,NA,NA,NA,0.0063327,NA,NA,NA,NA,NA,Synergy,NA
Cefotaxime,Tobramycin,NA,NA,NA,NA,-0.447368477,-0.080973093,NA,NA,NA,NA,0.001981816,NA,NA,NA,NA,NA,Synergy,NA
Cefotaxime,Gentamicin,NA,NA,NA,NA,-0.337989384,-0.066279092,NA,NA,NA,NA,0.045550563,NA,NA,NA,NA,NA,Synergy,NA
Benzalkonium,Paraquat,NA,NA,NA,NA,-0.1675024,0.013944311,NA,NA,NA,NA,0.013773623,NA,NA,NA,NA,NA,Synergy,NA
Erythromycin,Piperacillin,NA,NA,NA,NA,-0.199159569,0.04810609,NA,NA,NA,NA,0.001981816,NA,NA,NA,NA,NA,Synergy,NA
Levofloxacin,Piperacillin,NA,NA,NA,NA,-0.185777285,0,NA,NA,NA,NA,0.003531698,NA,NA,NA,NA,NA,Synergy,NA
Piperacillin,Nitrofurantoin,NA,NA,NA,NA,-0.138098829,0.071036116,NA,NA,NA,NA,0.003531698,NA,NA,NA,NA,NA,Synergy,NA
Piperacillin,Clarithromycin,NA,NA,NA,NA,-0.218555234,0.062855558,NA,NA,NA,NA,0.00503913,NA,NA,NA,NA,NA,Synergy,NA
Loperamide,Gentamicin,NA,NA,NA,NA,-0.313570617,-0.726558355,NA,NA,NA,NA,0.039668033,0.014239034,NA,NA,NA,NA,Synergy,Synergy
Minocycline,Colistin,NA,NA,NA,NA,-0.255805182,-0.3368527,NA,NA,NA,NA,0.020596071,0.002994083,NA,NA,NA,NA,Synergy,Synergy
Teicoplanin,Rifampicin,NA,NA,NA,NA,-0.195977174,-0.058812916,NA,NA,NA,NA,0.02470605,NA,NA,NA,NA,NA,Synergy,NA
Chlorhexidine,Colistin,NA,NA,NA,NA,-0.780121925,-0.834845234,NA,NA,NA,NA,0.001981816,0.002994083,NA,NA,NA,NA,Synergy,Synergy
Chlorhexidine,Moxifloxacin,NA,NA,NA,NA,-0.680956557,-0.628595365,NA,NA,NA,NA,0.037104453,0.014239034,NA,NA,NA,NA,Synergy,Synergy
Aztreonam,Clarithromycin,NA,NA,NA,NA,-0.313635124,-0.191145446,NA,NA,NA,NA,0.001981816,NA,NA,NA,NA,NA,Synergy,NA
Ciprofloxacin,Loperamide,NA,NA,NA,NA,0.136154019,0.313327855,NA,NA,NA,NA,0.005238084,0.002815025,NA,NA,NA,NA,Antagonism,Antagonism
Ciprofloxacin,Puromycin,NA,NA,NA,NA,0.221120325,0.163905198,NA,NA,NA,NA,0.014752535,0.024232036,NA,NA,NA,NA,Antagonism,Antagonism
Ciprofloxacin,Azithromycin,NA,NA,NA,NA,0.27649098,0.138404124,NA,NA,NA,NA,0.002089943,0.047836486,NA,NA,NA,NA,Antagonism,Antagonism
Ciprofloxacin,Berberine,NA,NA,NA,NA,0.288292147,0.434818417,NA,NA,NA,NA,0.002089943,0.002815025,NA,NA,NA,NA,Antagonism,Antagonism
Ciprofloxacin,Phleomycin,NA,NA,NA,NA,0.183607657,0.059970567,NA,NA,NA,NA,0.003779074,NA,NA,NA,NA,NA,Antagonism,NA
Cycloserine D,Cefotaxime,NA,NA,NA,NA,0.15571608,0.032218618,NA,NA,NA,NA,0.005238084,NA,NA,NA,NA,NA,Antagonism,NA
Spectinomycin,Nitrofurantoin,NA,NA,NA,NA,0.146737917,-0.036651643,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Antagonism,NA
Spectinomycin,Azithromycin,NA,NA,NA,NA,0.123260228,0.119531311,NA,NA,NA,NA,0.033833409,NA,NA,NA,NA,NA,Antagonism,NA
Fosfomycin,Metronidazole,NA,NA,NA,NA,0.191107021,0.065771117,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Antagonism,NA
Amikacin,Minocycline,NA,NA,NA,NA,0.299149553,0.122472689,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Antagonism,NA
Amikacin,Metronidazole,NA,NA,NA,NA,0.131646714,0.087552639,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Antagonism,NA
Amikacin,Daptomycin,NA,NA,NA,NA,0.110821428,0.059815166,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Antagonism,NA
Amikacin,Tigecycline,NA,NA,NA,NA,0.17666212,0.077170699,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Antagonism,NA
Amikacin,Colistin,NA,NA,NA,NA,0.226454847,0,NA,NA,NA,NA,0.024461593,NA,NA,NA,NA,NA,Antagonism,NA
Amikacin,Acetylsalisylic acid,NA,NA,NA,NA,0.400068123,0.070223262,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Antagonism,NA
Amikacin,Ciclopirox,NA,NA,NA,NA,0.392377341,0.111157594,NA,NA,NA,NA,0.009567829,NA,NA,NA,NA,NA,Antagonism,NA
Amikacin,Phleomycin,NA,NA,NA,NA,0.332205272,0.103944483,NA,NA,NA,NA,0.003779074,NA,NA,NA,NA,NA,Antagonism,NA
Cefotaxime,Metronidazole,NA,NA,NA,NA,0.104353409,0.059476127,NA,NA,NA,NA,0.006607722,NA,NA,NA,NA,NA,Antagonism,NA
Cefotaxime,Bleomycin,NA,NA,NA,NA,0.159831985,-0.033151495,NA,NA,NA,NA,0.005238084,NA,NA,NA,NA,NA,Antagonism,NA
Benzalkonium,Erythromycin,NA,NA,NA,NA,0.29083562,0.125859548,NA,NA,NA,NA,0.002089943,0.027224251,NA,NA,NA,NA,Antagonism,Antagonism
Benzalkonium,Azithromycin,NA,NA,NA,NA,0.370695024,0.306307525,NA,NA,NA,NA,0.002089943,0.002815025,NA,NA,NA,NA,Antagonism,Antagonism
Cefsulodin,Loperamide,NA,NA,NA,NA,0.262712872,0.502251836,NA,NA,NA,NA,0.002089943,0.002389296,NA,NA,NA,NA,Antagonism,Antagonism
Cefsulodin,Metronidazole,NA,NA,NA,NA,0.18920484,0.193530743,NA,NA,NA,NA,0.003779074,0.019839395,NA,NA,NA,NA,Antagonism,Antagonism
Cefsulodin,Puromycin,NA,NA,NA,NA,0.17138337,0.100807319,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Antagonism,NA
Cefsulodin,Azithromycin,NA,NA,NA,NA,0.26072416,0.09902515,NA,NA,NA,NA,0.006607722,NA,NA,NA,NA,NA,Antagonism,NA
Cefsulodin,Berberine,NA,NA,NA,NA,0.26290746,0.236289857,NA,NA,NA,NA,0.002089943,0.014629598,NA,NA,NA,NA,Antagonism,Antagonism
Cefsulodin,Acetylsalisylic acid,NA,NA,NA,NA,0.250190576,0.184429928,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Antagonism,NA
Cefsulodin,Phleomycin,NA,NA,NA,NA,0.259218249,0.055642715,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Antagonism,NA
Erythromycin,Mitomycin C,NA,NA,NA,NA,0.128962817,0.1668199,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Antagonism,NA
Erythromycin,Azithromycin,NA,NA,NA,NA,0.108434744,0.109716423,NA,NA,NA,NA,0.039410345,0.011123888,NA,NA,NA,NA,Antagonism,Antagonism
Sulfamonomethoxine,Procaine,NA,NA,NA,NA,0.14566412,0.054040679,NA,NA,NA,NA,0.003779074,NA,NA,NA,NA,NA,Antagonism,NA
Procaine,Nitrofurantoin,NA,NA,NA,NA,0.303019949,0.065134634,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Antagonism,NA
Procaine,Reserpine,NA,NA,NA,NA,0.103156804,0.046658753,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Antagonism,NA
Verapamil,Gentamicin,NA,NA,NA,NA,0.124280655,0.057329105,NA,NA,NA,NA,0.038522724,NA,NA,NA,NA,NA,Antagonism,NA
Levofloxacin,Berberine,NA,NA,NA,NA,0.363241421,0.70685036,NA,NA,NA,NA,0.01342082,0.002815025,NA,NA,NA,NA,Antagonism,Antagonism
Piperacillin,Cephalexin,NA,NA,NA,NA,0.147661201,0.030978977,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Antagonism,NA
Piperacillin,Imipenem,NA,NA,NA,NA,0.568022711,-0.063515816,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Antagonism,NA
Nitrofurantoin,Metformin,NA,NA,NA,NA,0.107605847,-0.030669955,NA,NA,NA,NA,0.036365,NA,NA,NA,NA,NA,Antagonism,NA
Nitrofurantoin,Azithromycin,NA,NA,NA,NA,0.11711539,0.05011539,NA,NA,NA,NA,0.022069793,NA,NA,NA,NA,NA,Antagonism,NA
Nitrofurantoin,Berberine,NA,NA,NA,NA,0.143171581,-0.047734781,NA,NA,NA,NA,0.010788307,NA,NA,NA,NA,NA,Antagonism,NA
Nitrofurantoin,Gentamicin,NA,NA,NA,NA,0.38935272,0,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Antagonism,NA
Loperamide,Rifampicin,NA,NA,NA,NA,0.163110616,0.090558096,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Antagonism,NA
Loperamide,Imipenem,NA,NA,NA,NA,0.120330914,0.089774022,NA,NA,NA,NA,0.006607722,NA,NA,NA,NA,NA,Antagonism,NA
Loperamide,Curcumin,NA,NA,NA,NA,0.250503162,0.231624593,NA,NA,NA,NA,0.002089943,0.011123888,NA,NA,NA,NA,Antagonism,Antagonism
Loperamide,Phleomycin,NA,NA,NA,NA,0.123509844,0.049633579,NA,NA,NA,NA,0.01342082,NA,NA,NA,NA,NA,Antagonism,NA
Minocycline,Tobramycin,NA,NA,NA,NA,0.123384724,0.064413292,NA,NA,NA,NA,0.005238084,NA,NA,NA,NA,NA,Antagonism,NA
Minocycline,Azithromycin,NA,NA,NA,NA,0.150445959,0.213714445,NA,NA,NA,NA,0.002089943,0.04850504,NA,NA,NA,NA,Antagonism,Antagonism
Minocycline,Phleomycin,NA,NA,NA,NA,0.289599493,0.058316747,NA,NA,NA,NA,0.006607722,NA,NA,NA,NA,NA,Antagonism,NA
Minocycline,Gentamicin,NA,NA,NA,NA,0.330613472,0.372406801,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Antagonism,NA
Tobramycin,Metronidazole,NA,NA,NA,NA,0.103358424,0.054944098,NA,NA,NA,NA,0.01588794,NA,NA,NA,NA,NA,Antagonism,NA
Tobramycin,Clarithromycin,NA,NA,NA,NA,0.454814464,0.194183789,NA,NA,NA,NA,0.002089943,0.002815025,NA,NA,NA,NA,Antagonism,Antagonism
Tobramycin,Azithromycin,NA,NA,NA,NA,0.547661724,0.100336428,NA,NA,NA,NA,0.006607722,NA,NA,NA,NA,NA,Antagonism,NA
Tobramycin,Acetylsalisylic acid,NA,NA,NA,NA,0.591246249,0.6684683,NA,NA,NA,NA,0.002089943,0.00863359,NA,NA,NA,NA,Antagonism,Antagonism
Chlorhexidine,EGCG,NA,NA,NA,NA,0.223982878,0.068366785,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Antagonism,NA
EGCG,Colistin,NA,NA,NA,NA,0.372251767,0.035325401,NA,NA,NA,NA,0.003779074,NA,NA,NA,NA,NA,Antagonism,NA
Rifampicin,Azithromycin,NA,NA,NA,NA,0.25224375,0.06037775,NA,NA,NA,NA,0.002089943,NA,NA,NA,NA,NA,Antagonism,NA
Clarithromycin,Berberine,NA,NA,NA,NA,0.21769406,0.145020245,NA,NA,NA,NA,0.002089943,0.002815025,NA,NA,NA,NA,Antagonism,Antagonism
Amikacin,Mecillinam,NA,NA,NA,NA,0.100568364,0.113179943,NA,NA,NA,NA,0.004268804,0.007324046,NA,NA,NA,NA,Antagonism,Antagonism
Cefotaxime,Cephalexin,NA,NA,NA,NA,0.116115556,0.036680225,NA,NA,NA,NA,0.034419444,NA,NA,NA,NA,NA,Antagonism,NA
Chloramphenicol,Cefsulodin,NA,NA,NA,NA,0.463726943,0.038540155,NA,NA,NA,NA,0.001849815,NA,NA,NA,NA,NA,Antagonism,NA
Ciprofloxacin,Cephalexin,NA,NA,NA,NA,0.175813352,-0.041067859,NA,NA,NA,NA,0.031144845,NA,NA,NA,NA,NA,Antagonism,NA
Cefsulodin,Cephalexin,NA,NA,NA,NA,0.381525443,0.036195189,NA,NA,NA,NA,0.001849815,NA,NA,NA,NA,NA,Antagonism,NA
Cefsulodin,Linezolid,NA,NA,NA,NA,0.278114874,0.301070134,NA,NA,NA,NA,0.001849815,0.046150465,NA,NA,NA,NA,Antagonism,Antagonism
Cefsulodin,Daptomycin,NA,NA,NA,NA,0.179175692,0.040502169,NA,NA,NA,NA,0.017693883,NA,NA,NA,NA,NA,Antagonism,NA
Ciprofloxacin,Diclofenac,NA,NA,NA,NA,-0.054957023,-0.229258889,NA,NA,NA,NA,NA,0.002815025,NA,NA,NA,NA,NA,Synergy
Ciprofloxacin,Triclosan,NA,NA,NA,NA,-0.079367244,-0.192979119,NA,NA,NA,NA,NA,0.045978735,NA,NA,NA,NA,NA,Synergy
Spectinomycin,Benzalkonium,NA,NA,NA,NA,-0.070570494,-0.17344274,NA,NA,NA,NA,NA,0.002815025,NA,NA,NA,NA,NA,Synergy
Spectinomycin,Verapamil,NA,NA,NA,NA,-0.070354196,-0.136547048,NA,NA,NA,NA,NA,0.049477118,NA,NA,NA,NA,NA,Synergy
Fusidic acid,EGCG,NA,NA,NA,NA,-0.086587066,-0.11241749,NA,NA,NA,NA,NA,0.033849376,NA,NA,NA,NA,NA,Synergy
Amikacin,Cefsulodin,NA,NA,NA,NA,-0.06102104,-0.168293703,NA,NA,NA,NA,NA,0.007324046,NA,NA,NA,NA,NA,Synergy
Amikacin,A22,NA,NA,NA,NA,0.030386213,-0.159489127,NA,NA,NA,NA,NA,0.002815025,NA,NA,NA,NA,NA,Synergy
Cefsulodin,Tobramycin,NA,NA,NA,NA,-0.101738643,-0.241636042,NA,NA,NA,NA,NA,0.007324046,NA,NA,NA,NA,NA,Synergy
Procaine,Chlorhexidine,NA,NA,NA,NA,-0.163091898,-0.386522602,NA,NA,NA,NA,NA,0.002815025,NA,NA,NA,NA,NA,Synergy
Piperacillin,Metformin,NA,NA,NA,NA,-0.398713854,-0.509952545,NA,NA,NA,NA,NA,0.002815025,NA,NA,NA,NA,NA,Synergy
Nitrofurantoin,Acetylsalisylic acid,NA,NA,NA,NA,0.053402423,-0.110489326,NA,NA,NA,NA,NA,0.009195747,NA,NA,NA,NA,NA,Synergy
Cephalexin,Mitomycin C,NA,NA,NA,NA,0.076658144,-0.109035296,NA,NA,NA,NA,NA,0.002815025,NA,NA,NA,NA,NA,Synergy
Reserpine,Mitomycin C,NA,NA,NA,NA,-0.074405916,-0.129063982,NA,NA,NA,NA,NA,0.017734655,NA,NA,NA,NA,NA,Synergy
Nonactin,Mitomycin C,NA,NA,NA,NA,-0.021775744,-0.169791843,NA,NA,NA,NA,NA,0.002815025,NA,NA,NA,NA,NA,Synergy
Polymyxin B,Doxorubicin,NA,NA,NA,NA,-0.033383804,-0.125892638,NA,NA,NA,NA,NA,0.048075089,NA,NA,NA,NA,NA,Synergy
Ciprofloxacin,Doxorubicin,NA,NA,NA,NA,0.048595977,-0.162880499,NA,NA,NA,NA,NA,0.007402038,NA,NA,NA,NA,NA,Synergy
Doxycycline,Phenformin,NA,NA,NA,NA,-0.05517309,-0.222760029,NA,NA,NA,NA,NA,0.002994083,NA,NA,NA,NA,NA,Synergy
Fosfomycin,Colistin,NA,NA,NA,NA,0,-0.217097579,NA,NA,NA,NA,NA,0.002994083,NA,NA,NA,NA,NA,Synergy
Oxacillin,Mitomycin C,NA,NA,NA,NA,-0.046238382,-0.113057055,NA,NA,NA,NA,NA,0.014239034,NA,NA,NA,NA,NA,Synergy
Benzalkonium,Phenformin,NA,NA,NA,NA,-0.034594995,-0.214180773,NA,NA,NA,NA,NA,0.009188736,NA,NA,NA,NA,NA,Synergy
Vanillin,Chlorhexidine,NA,NA,NA,NA,-0.214186083,-0.177470664,NA,NA,NA,NA,NA,0.046282214,NA,NA,NA,NA,NA,Synergy
