Combination	Bliss_interaction_score	p_adjusted	Strain	Type	Screen
Cefepime_Novobiocin	0.0653508138186138	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cefepime_Oritavancin	0.0976994386212751	0.801351458648213	S. aureus DSM 20231	neutral	main_screen
Cefepime_Oxacillin	-0.0539906388531944	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cefepime_PenicillinG	0.0733357176733695	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cefepime_Phleomycin	0.0644394507179306	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cefepime_Paraquat	-0.0614659643504065	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cefepime_Procaine	-0.057315335472133	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cefepime_Pristinamycin	-0.0550697241420484	0.484404191159833	S. aureus DSM 20231	neutral	main_screen
Cefepime_Puromycin	0.0604502694707522	0.865425362225682	S. aureus DSM 20231	neutral	main_screen
Cefepime_Pyocyanin	-0.0779541917011977	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cefepime_Rifampicin	0.136107025392771	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cefepime_Sulfamethoxazol	-0.0768149580994854	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cefepime_Cotrimoxazole	0.0151330538492835	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cefepime_Spectinomycin	-0.0965762218064498	0.217554886847082	S. aureus DSM 20231	neutral	main_screen
Cefepime_Streptomycin	0.0906028118833417	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cefepime_Streptozotocin	-0.0779244602675793	0.00857310718632279	S. aureus DSM 20231	neutral	main_screen
Cefepime_Teicoplanin	-0.0986312088963618	0.604865028552613	S. aureus DSM 20231	neutral	main_screen
Cefepime_Telithromycin	0.0789307914256349	0.540827977002965	S. aureus DSM 20231	neutral	main_screen
Cefepime_Tigecycline	0.0417322318540669	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cefepime_Trimethoprim	0.0713786377925048	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cefepime_Triclosan	0.0724531217404367	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cefepime_Tedizolid	0.122548123394787	0.492343435813488	S. aureus DSM 20231	neutral	main_screen
Cefepime_U1	0.0539271680548495	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cefepime_Vancomycin	0.0422281351300634	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cefepime_Virginiamycin M1	0.0737705578454228	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fosfomycin_Fusidic acid	0.0456787265937164	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fosfomycin_Gentamicin	-0.0757385855544343	0.921663558834956	S. aureus DSM 20231	neutral	main_screen
Fosfomycin_Imipenem	-0.0911168108821279	0.00181560791289292	S. aureus DSM 20231	neutral	main_screen
Fosfomycin_Levofloxacin	0.0688428614558792	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Fosfomycin	0.0379659049771911	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fosfomycin_Lincomycin	-0.158233364056833	0.00181560791289292	S. aureus DSM 20231	synergy	main_screen
Fosfomycin_Loperamide	0.115467707939975	0.89333553691263	S. aureus DSM 20231	neutral	main_screen
Fosfomycin_Linezolid	0.0569252130944956	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fosfomycin_Miconazole	0.0795837673780078	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fosfomycin_MitomycinC	0.0498891447099665	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fosfomycin_Metronidazole	-0.0361857596370996	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fosfomycin_Pseudomonic acid	0.0163705085690098	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fosfomycin_Moxifloxacin	0.0661168600393311	0.631010682291269	S. aureus DSM 20231	neutral	main_screen
Fosfomycin_Nitrofurantoin	-0.0180532933644404	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fosfomycin_Nisin	0.0654066046641872	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fosfomycin_Novobiocin	0.100357409184645	0.00181560791289292	S. aureus DSM 20231	antagonism	main_screen
Fosfomycin_Oritavancin	0.0682639858655192	0.880953954538843	S. aureus DSM 20231	neutral	main_screen
Fosfomycin_Oxacillin	-0.110322825282881	0.00181560791289292	S. aureus DSM 20231	neutral	main_screen
Fosfomycin_PenicillinG	-0.135995570821782	0.00431206879312069	S. aureus DSM 20231	synergy	main_screen
Fosfomycin_Phleomycin	-0.0644937934429891	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fosfomycin_Paraquat	-0.101392291059605	0.115832453451903	S. aureus DSM 20231	neutral	main_screen
Fosfomycin_Procaine	-0.0625842691270528	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fosfomycin_Pristinamycin	-0.0598672784577902	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fosfomycin_Puromycin	0.0469761631644016	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fosfomycin_Pyocyanin	0.045311048763964	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fosfomycin_Rifampicin	0.0359698937270654	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fosfomycin_Sulfamethoxazol	-0.0687702499712908	0.0842191642904675	S. aureus DSM 20231	neutral	main_screen
Cotrimoxazole_Fosfomycin	0.0196340818018484	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fosfomycin_Spectinomycin	-0.050816299430146	0.93049102169429	S. aureus DSM 20231	neutral	main_screen
Fosfomycin_Streptomycin	-0.140003463811813	0.222862605825748	S. aureus DSM 20231	synergy	main_screen
Fosfomycin_Streptozotocin	-0.0585011591473046	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fosfomycin_Teicoplanin	0.154215749910125	0.00181560791289292	S. aureus DSM 20231	antagonism	main_screen
Fosfomycin_Telithromycin	0.0336814089603285	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fosfomycin_Tigecycline	0.0440444700238403	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fosfomycin_Trimethoprim	0.0598668266579787	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fosfomycin_Triclosan	0.066205400698792	0.328412723243805	S. aureus DSM 20231	neutral	main_screen
Fosfomycin_Tedizolid	0.0689523574452351	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fosfomycin_U1	0.122969588359518	0.0257531850501586	S. aureus DSM 20231	neutral	main_screen
Fosfomycin_Vancomycin	0.0453946511768155	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fosfomycin_Virginiamycin M1	-0.0506634500779832	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_Gentamicin	0.033989065312346	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_Imipenem	0.0208314883848095	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_Levofloxacin	0.0374996912410999	0.808864720222539	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Fusidic acid	0.0435765151607292	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_Lincomycin	-0.0572342843437541	0.60916657149451	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_Loperamide	0.0226227511366005	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_Linezolid	-0.0285071357811639	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_Miconazole	0.04833777045744	0.576103627422274	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_MitomycinC	0.026334142696101	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_Metronidazole	-0.0408069423205463	0.612463163132505	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_Pseudomonic acid	0.0338880346252236	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_Moxifloxacin	0.0361079663626161	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_Nitrofurantoin	-0.022550806354528	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_Nisin	0.0298630429768168	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_Novobiocin	0.0249015021427347	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_Oritavancin	0.0158531747011806	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_Oxacillin	0.0439750491590991	0.371038477547594	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_PenicillinG	0.0381667691231138	0.750488269950298	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_Phleomycin	0.031885512359788	0.580617262949029	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_Paraquat	0.0328346829092468	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_Procaine	-0.0218003681588475	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_Pristinamycin	0.0370114713265244	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_Puromycin	0.0336459356825294	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_Pyocyanin	0.0421249686066489	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_Rifampicin	0.0496649356815392	0.915373251407255	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_Sulfamethoxazol	-0.0233681195905624	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cotrimoxazole_Fusidic acid	0.0597017727124442	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_Spectinomycin	0.0270271599186283	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_Streptomycin	0.0340237905661518	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_Streptozotocin	-0.0165559553972488	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_Teicoplanin	0.0373883455237566	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_Telithromycin	-0.0334106566572187	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_Tigecycline	-0.050397192440149	0.417805803062815	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_Trimethoprim	0.0265488249166865	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_Triclosan	-0.0259314681039312	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_Tedizolid	-0.0506841846799842	0.0565212709498281	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_U1	-0.0174643490759007	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_Vancomycin	0.020451920348139	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Fusidic acid_Virginiamycin M1	0.0344592025058471	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Gentamicin_Imipenem	0.0590570546830417	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Gentamicin_Levofloxacin	0.0527402084240545	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Gentamicin	-0.0631817230224758	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Gentamicin_Lincomycin	0.105561003838681	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Gentamicin_Loperamide	0.099704087634019	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Gentamicin_Linezolid	0.0778699282110871	0.231046662775583	S. aureus DSM 20231	neutral	main_screen
Gentamicin_Miconazole	0.102345779316605	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Gentamicin_MitomycinC	-0.0572613451795956	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Gentamicin_Metronidazole	0.0225140977056583	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Gentamicin_Pseudomonic acid	0.0110768763524542	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Gentamicin_Moxifloxacin	0.0844768520287097	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Gentamicin_Nitrofurantoin	-0.0432148949486363	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Gentamicin_Nisin	0.226909556933369	0.181923912871871	S. aureus DSM 20231	neutral	main_screen
Gentamicin_Novobiocin	-0.0708471927971835	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Gentamicin_Oritavancin	-0.0506861086467947	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Gentamicin_Oxacillin	0.0544591305890815	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Gentamicin_PenicillinG	0.0581812663112503	0.604865028552613	S. aureus DSM 20231	neutral	main_screen
Gentamicin_Phleomycin	-0.141398018426093	0.00181560791289292	S. aureus DSM 20231	synergy	main_screen
Gentamicin_Paraquat	0.108617481741356	0.0722193967653594	S. aureus DSM 20231	neutral	main_screen
Gentamicin_Procaine	0.0725531807404617	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Gentamicin_Pristinamycin	0.0838220265353474	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Gentamicin_Puromycin	-0.277819789805784	0.321306678367071	S. aureus DSM 20231	neutral	main_screen
Gentamicin_Pyocyanin	0.0622064316219977	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Gentamicin_Rifampicin	0.0516401932093694	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Gentamicin_Sulfamethoxazol	0.0735561839890385	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cotrimoxazole_Gentamicin	0.0339257436477041	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Gentamicin_Spectinomycin	0.044030810584639	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Gentamicin_Streptomycin	-0.403468391291244	0.00181560791289292	S. aureus DSM 20231	synergy	main_screen
Gentamicin_Streptozotocin	-0.0423289592208059	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Gentamicin_Teicoplanin	-0.0694254519048382	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Gentamicin_Telithromycin	0.0492444331513643	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Gentamicin_Tigecycline	-0.0407102384467841	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Gentamicin_Trimethoprim	-0.0371269979367804	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Gentamicin_Triclosan	-0.0820891228353166	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Gentamicin_Tedizolid	0.0633099949343858	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Gentamicin_U1	0.0467045612641234	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Gentamicin_Vancomycin	0.0984231555055287	0.272651071873119	S. aureus DSM 20231	neutral	main_screen
Gentamicin_Virginiamycin M1	0.0940107277480981	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Imipenem_Levofloxacin	0.025016592529911	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Imipenem	0.0676977889520257	0.117372409100553	S. aureus DSM 20231	neutral	main_screen
Imipenem_Lincomycin	0.0900212840392644	0.159885696823576	S. aureus DSM 20231	neutral	main_screen
Imipenem_Loperamide	0.0662284091853907	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Imipenem_Linezolid	0.0377296110263336	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Imipenem_Miconazole	0.0412378783325626	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Imipenem_MitomycinC	-0.0299627841594727	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Imipenem_Metronidazole	0.036486104001476	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Imipenem_Pseudomonic acid	0.00934877387529429	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Imipenem_Moxifloxacin	-0.0816285828336552	0.0201931026409554	S. aureus DSM 20231	neutral	main_screen
Imipenem_Nitrofurantoin	0.0252716448672652	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Imipenem_Nisin	0.0485513378399165	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Imipenem_Novobiocin	0.0228291991117571	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Imipenem_Oritavancin	-0.0255873629730786	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Imipenem_Oxacillin	-0.0527309572142274	0.75112488751125	S. aureus DSM 20231	neutral	main_screen
Imipenem_PenicillinG	-0.0613775800288964	0.17668964810836	S. aureus DSM 20231	neutral	main_screen
Imipenem_Phleomycin	-0.0685648268828697	0.943482816084766	S. aureus DSM 20231	neutral	main_screen
Imipenem_Paraquat	0.0307299156324023	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Imipenem_Procaine	0.0666676962105185	0.431048638255442	S. aureus DSM 20231	neutral	main_screen
Imipenem_Pristinamycin	0.0421958110203923	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Imipenem_Puromycin	0.0683166943210582	0.887789493301978	S. aureus DSM 20231	neutral	main_screen
Imipenem_Pyocyanin	-0.0656555831495229	0.20646314420927	S. aureus DSM 20231	neutral	main_screen
Imipenem_Rifampicin	0.0391192404230725	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Imipenem_Sulfamethoxazol	-0.0317107675376677	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cotrimoxazole_Imipenem	0.0219648616021303	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Imipenem_Spectinomycin	-0.0429949555624694	0.71056733612353	S. aureus DSM 20231	neutral	main_screen
Imipenem_Streptomycin	-0.0295371900937408	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Imipenem_Streptozotocin	-0.0316827062691092	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Imipenem_Teicoplanin	0.0578056770346939	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Imipenem_Telithromycin	-0.0310983375555804	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Imipenem_Tigecycline	0.0348033343263392	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Imipenem_Trimethoprim	-0.045652380531171	0.527937071157749	S. aureus DSM 20231	neutral	main_screen
Imipenem_Triclosan	0.0375858984809231	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Imipenem_Tedizolid	-0.04241499068159	0.651984801519847	S. aureus DSM 20231	neutral	main_screen
Imipenem_U1	0.0475700133096836	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Imipenem_Vancomycin	0.0423499307248821	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Imipenem_Virginiamycin M1	0.0514848209346735	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Levofloxacin	-0.0369884372849245	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Levofloxacin_Lincomycin	0.169031120221725	0.00181560791289292	S. aureus DSM 20231	antagonism	main_screen
Levofloxacin_Loperamide	0.0443642777238604	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Levofloxacin_Linezolid	0.066552700305571	0.0833666633336666	S. aureus DSM 20231	neutral	main_screen
Levofloxacin_Miconazole	-0.0264525162385605	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Levofloxacin_MitomycinC	0.0461957838456443	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Levofloxacin_Metronidazole	-0.0574980845284494	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Levofloxacin_Pseudomonic acid	0.0198509211460115	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Levofloxacin_Moxifloxacin	-0.085224412941286	0.18919201829817	S. aureus DSM 20231	neutral	main_screen
Levofloxacin_Nitrofurantoin	0.0269661581874074	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Levofloxacin_Nisin	0.0616110736098123	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Levofloxacin_Novobiocin	-0.0697933319830344	0.176607339266073	S. aureus DSM 20231	neutral	main_screen
Levofloxacin_Oritavancin	0.0291408519126759	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Levofloxacin_Oxacillin	0.048790558491986	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Levofloxacin_PenicillinG	0.0431840686216031	0.923122427274426	S. aureus DSM 20231	neutral	main_screen
Levofloxacin_Phleomycin	-0.0367521411547038	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Levofloxacin_Paraquat	-0.051725806373924	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Levofloxacin_Procaine	-0.108432597155134	0.00181560791289292	S. aureus DSM 20231	synergy	main_screen
Levofloxacin_Pristinamycin	-0.0477667540521727	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Levofloxacin_Puromycin	-0.0462692810153841	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Levofloxacin_Pyocyanin	0.0335343520242204	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Levofloxacin_Rifampicin	0.0250818517054409	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Levofloxacin_Sulfamethoxazol	-0.125243827861521	0.00181560791289292	S. aureus DSM 20231	synergy	main_screen
Cotrimoxazole_Levofloxacin	0.0315748299474215	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Levofloxacin_Spectinomycin	0.0353491633874876	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Levofloxacin_Streptomycin	-0.0487080080094016	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Levofloxacin_Streptozotocin	-0.0228123237072945	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Levofloxacin_Teicoplanin	-0.0672760458848018	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Levofloxacin_Telithromycin	0.0361220621529377	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Levofloxacin_Tigecycline	-0.10109408624608	0.101204390601949	S. aureus DSM 20231	neutral	main_screen
Levofloxacin_Trimethoprim	-0.0536682825169701	0.445715356262209	S. aureus DSM 20231	neutral	main_screen
Levofloxacin_Triclosan	-0.0550604755093738	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Levofloxacin_Tedizolid	0.0821303846585937	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Levofloxacin_U1	0.0871651926785285	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Levofloxacin_Vancomycin	-0.049408656744397	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Levofloxacin_Virginiamycin M1	-0.0827181542278627	0.326698491047026	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Lincomycin	0.100558289778211	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Loperamide	0.115793867133634	0.173522373790018	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Linezolid	0.0857831042509998	0.851595863293885	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Miconazole	0.0470927888076508	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cephalexin_MitomycinC	0.0607769510107484	0.904299247494604	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Metronidazole	0.032203425413397	0.966754126067047	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Pseudomonic acid	0.0118751534898727	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Moxifloxacin	-0.058467402344488	0.50981522773966	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Nitrofurantoin	0.145237685359776	0.00181560791289292	S. aureus DSM 20231	antagonism	main_screen
Cephalexin_Nisin	0.0845449583658011	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Novobiocin	0.0647796158328647	0.865173482651736	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Oritavancin	0.0767439155125493	0.934669458653126	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Oxacillin	0.0592171989849029	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cephalexin_PenicillinG	-0.0449410484600056	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Phleomycin	0.0482067647991126	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Paraquat	0.0583514941576534	0.126313652622653	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Procaine	0.0551739020553097	0.100513910270315	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Pristinamycin	0.0286803518958383	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Puromycin	0.0695812786671861	0.0684857984789756	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Pyocyanin	0.0604194977795542	0.912409400908434	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Rifampicin	0.0837310344721754	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Sulfamethoxazol	0.0590098821802469	0.666044678376058	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Cotrimoxazole	0.0174953077291176	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Spectinomycin	0.0502769745825887	0.943711636345753	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Streptomycin	-0.1567507201585	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Streptozotocin	-0.0755255300626752	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Teicoplanin	0.0334197270045999	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Telithromycin	0.0639366520842555	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Tigecycline	0.0805245240901182	0.181989675048243	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Trimethoprim	-0.0580317690743172	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Triclosan	0.0866776212213751	0.0178611580466319	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Tedizolid	-0.120816256349395	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cephalexin_U1	0.0326894249458766	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Vancomycin	0.0385353607104524	0.562186848199358	S. aureus DSM 20231	neutral	main_screen
Cephalexin_Virginiamycin M1	0.0650979854484616	0.602151568282661	S. aureus DSM 20231	neutral	main_screen
Lincomycin_Loperamide	-0.0580168189868094	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Lincomycin_Linezolid	-0.0689677907692358	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Lincomycin_Miconazole	0.048403891127193	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Lincomycin_MitomycinC	-0.0874161720581922	0.00181560791289292	S. aureus DSM 20231	neutral	main_screen
Lincomycin_Metronidazole	0.0835669141398958	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Lincomycin_Pseudomonic acid	0.0154748852406858	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Lincomycin_Moxifloxacin	0.124231214126129	0.00181560791289292	S. aureus DSM 20231	antagonism	main_screen
Lincomycin_Nitrofurantoin	-0.09427992084895	0.36575794475347	S. aureus DSM 20231	neutral	main_screen
Lincomycin_Nisin	0.116712514454828	0.0669412612642082	S. aureus DSM 20231	antagonism	main_screen
Lincomycin_Novobiocin	0.103702670369081	0.998600139986001	S. aureus DSM 20231	antagonism	main_screen
Lincomycin_Oritavancin	-0.0374716075743253	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Lincomycin_Oxacillin	0.118952181400812	0.00181560791289292	S. aureus DSM 20231	antagonism	main_screen
Lincomycin_PenicillinG	0.0493642635768939	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Lincomycin_Phleomycin	0.0586284545085003	0.783967514295916	S. aureus DSM 20231	neutral	main_screen
