Drug A,Drug B,organism ,value,type,method,PMID
Cefsulodin,Linezolid,Pseudomonas aeruginosa PAO1,0.28,Antagonism,Bliss,29973719
Cefsulodin,Rifampicin,Pseudomonas aeruginosa PAO1,0.15,Antagonism,Bliss,29973719
Cefsulodin,Trimethoprim,Salmonella typhimurium 14028,-0.1,Synergy,Bliss,29973719
Cefsulodin,Meropenem,Salmonella typhimurium 14028,-0.42,Synergy,Bliss,29973719
Cefsulodin,Piperacillin,Salmonella typhimurium 14028,0.04,Additivity,Bliss,29973719
Cefsulodin,Trimethoprim,Salmonella typhimurium LT2,-0.17,Synergy,Bliss,29973719
Cefsulodin,Meropenem,Salmonella typhimurium LT2,-0.3,Additivity,Bliss,29973719
Cefsulodin,Piperacillin,Salmonella typhimurium LT2,0.16,Antagonism,Bliss,29973719
Cefsulodin,Amoxycillin,Escherichia coli BW25113,-0.46,Synergy,Bliss,29973719
Cefsulodin,Cefotaxime,Escherichia coli BW25113,-0.41,Synergy,Bliss,29973719
Cefsulodin,Cefaclor,Escherichia coli BW25113,-0.46,Synergy,Bliss,29973719
Cefsulodin,Fosfomycin,Escherichia coli BW25113,-0.35,Synergy,Bliss,29973719
Cefsulodin,Novobiocin,Escherichia coli BW25113,-0.11,Additivity,Bliss,29973719
Cefsulodin,Amoxycillin,Escherichia coli iAi1,-0.51,Synergy,Bliss,29973719
Cefsulodin,Cefotaxime,Escherichia coli iAi1,-0.5,Synergy,Bliss,29973719
Cefsulodin,Cefaclor,Escherichia coli iAi1,-0.56,Synergy,Bliss,29973719
Cefsulodin,Fosfomycin,Escherichia coli iAi1,-0.21,Synergy,Bliss,29973719
Cefsulodin,Novobiocin,Escherichia coli iAi1,-0.14,Synergy,Bliss,29973719
Cefsulodin,Ciprofloxacin,Pseudomonas aeruginosa,nan,Synergy,FICI,2508546
Cefsulodin,Amikacin,Pseudomonas aeruginosa PA14,-0.17,Synergy,Bliss,29973719
Cefsulodin,Chloramphenicol,Pseudomonas aeruginosa PA14,0.04,Additivity,Bliss,29973719
Cefsulodin,Amikacin,Pseudomonas aeruginosa PAO1,-0.06,Additivity,Bliss,29973719
Cefsulodin,Chloramphenicol,Pseudomonas aeruginosa PAO1,0.46,Antagonism,Bliss,29973719
Cefsulodin,Novobiocin,Salmonella typhimurium 14028,-0.2,Synergy,Bliss,29973719
Cefsulodin,Fosfomycin,Salmonella typhimurium 14028,-0.1,Additivity,Bliss,29973719
Cefsulodin,Novobiocin,Salmonella typhimurium LT2,-0.07,Additivity,Bliss,29973719
Cefsulodin,Fosfomycin,Salmonella typhimurium LT2,-0.22,Synergy,Bliss,29973719
Chlorhexidine,Doxycycline,Acinetobacter baumannii,0.38,Synergy,FICI,33731026
Chlorhexidine,Minocycline,Acinetobacter baumannii,0.75,Additivity,FICI,33731026
Chlorhexidine,Lmipenem,Acinetobacter baumannii,0.63,Additivity,FICI,33731026
Chlorhexidine,Meropenem,Acinetobacter baumannii,0.25,Synergy,FICI,33731026
Chlorhexidine,Levofloxacin,Acinetobacter baumannii,0.38,Synergy,FICI,33731026
Chlorhexidine,Ciprofloxacin,Acinetobacter baumannii,0.5,Synergy,FICI,33731026
Chlorhexidine,Colistin,Pseudomonas aeruginosa PA14,-0.83,Synergy,Bliss,29973719
Chlorhexidine,Moxifloxacin,Pseudomonas aeruginosa PA14,-0.63,Synergy,Bliss,29973719
Chlorhexidine,Puromycin,Pseudomonas aeruginosa PA14,0.15,Antagonism,Bliss,29973719
Chlorhexidine,Azithromycin,Pseudomonas aeruginosa PA14,0.26,Antagonism,Bliss,29973719
Chlorhexidine,Bleomycin,Pseudomonas aeruginosa PA14,0.4,Antagonism,Bliss,29973719
Chlorhexidine,Colistin,Pseudomonas aeruginosa PAO1,-0.78,Synergy,Bliss,29973719
Chlorhexidine,Moxifloxacin,Pseudomonas aeruginosa PAO1,-0.68,Synergy,Bliss,29973719
Chlorhexidine,Puromycin,Pseudomonas aeruginosa PAO1,0.13,Additivity,Bliss,29973719
Chlorhexidine,Azithromycin,Pseudomonas aeruginosa PAO1,0.16,Additivity,Bliss,29973719
Chlorhexidine,Bleomycin,Pseudomonas aeruginosa PAO1,0.06,Additivity,Bliss,29973719
Chlorhexidine,Rifampicin,Salmonella typhimurium 14028,-0.72,Synergy,Bliss,29973719
Chlorhexidine,Clarithromycin,Salmonella typhimurium 14028,-0.61,Synergy,Bliss,29973719
Chlorhexidine,Aztreonam,Salmonella typhimurium 14028,0.57,Antagonism,Bliss,29973719
Chlorhexidine,Pyocyanin,Salmonella typhimurium 14028,-0.36,Synergy,Bliss,29973719
Chlorhexidine,Mupirocin,Salmonella typhimurium 14028,-0.64,Synergy,Bliss,29973719
Chlorhexidine,Rifampicin,Salmonella typhimurium LT2,-0.84,Synergy,Bliss,29973719
Chlorhexidine,Clarithromycin,Salmonella typhimurium LT2,-0.49,Additivity,Bliss,29973719
Chlorhexidine,Aztreonam,Salmonella typhimurium LT2,0.07,Additivity,Bliss,29973719
Chlorhexidine,Pyocyanin,Salmonella typhimurium LT2,-0.6,Synergy,Bliss,29973719
Chlorhexidine,Mupirocin,Salmonella typhimurium LT2,-0.29,Additivity,Bliss,29973719
Chlorhexidine,Doxycycline,Escherichia coli BW25113,-0.26,Synergy,Bliss,29973719
Chlorhexidine,D-Cycloserine,Escherichia coli BW25113,0.64,Antagonism,Bliss,29973719
Chlorhexidine,Tobramycin,Escherichia coli BW25113,0.19,Antagonism,Bliss,29973719
Chlorhexidine,Fosfomycin,Escherichia coli BW25113,0.1,Additivity,Bliss,29973719
Chlorhexidine,Fusidic Acid,Escherichia coli BW25113,0.06,Additivity,Bliss,29973719
Chlorhexidine,Chloramphenicol,Escherichia coli BW25113,-0.06,Additivity,Bliss,29973719
Chlorhexidine,Ciprofloxacin,Escherichia coli BW25113,0.13,Antagonism,Bliss,29973719
Chlorhexidine,Tobramycin,Escherichia coli iAi1,0.06,Additivity,Bliss,29973719
Chlorhexidine,Doxycycline,Escherichia coli iAi1,0.11,Additivity,Bliss,29973719
Chlorhexidine,D-Cycloserine,Escherichia coli iAi1,0.1,Antagonism,Bliss,29973719
Chlorhexidine,Ciprofloxacin,Escherichia coli iAi1,0.11,Additivity,Bliss,29973719
Chlorhexidine,Fosfomycin,Escherichia coli iAi1,0.12,Antagonism,Bliss,29973719
Chlorhexidine,Fusidic Acid,Escherichia coli iAi1,0.15,Antagonism,Bliss,29973719
Chlorhexidine,Chloramphenicol,Escherichia coli iAi1,0.13,Antagonism,Bliss,29973719
Chlorhexidine,Polymyxin B,Pseudomonas aeruginosa PA14,-0.62,Synergy,Bliss,29973719
Chlorhexidine,Amoxycillin,Pseudomonas aeruginosa PA14,0.37,Antagonism,Bliss,29973719
Chlorhexidine,Oxacillin,Pseudomonas aeruginosa PA14,0.4,Antagonism,Bliss,29973719
Chlorhexidine,Chloramphenicol,Pseudomonas aeruginosa PA14,-0.17,Synergy,Bliss,29973719
Chlorhexidine,Fusidic Acid,Pseudomonas aeruginosa PA14,-0.21,Synergy,Bliss,29973719
Chlorhexidine,Fosfomycin,Pseudomonas aeruginosa PA14,-0.54,Synergy,Bliss,29973719
Chlorhexidine,Minocycline,Pseudomonas aeruginosa PA14,-0.58,Synergy,Bliss,29973719
Chlorhexidine,Novobiocin,Pseudomonas aeruginosa PA14,-0.64,Synergy,Bliss,29973719
Chlorhexidine,Ciprofloxacin,Pseudomonas aeruginosa PA14,0.14,Additivity,Bliss,29973719
Chlorhexidine,Spectinomycin,Pseudomonas aeruginosa PA14,0.06,Additivity,Bliss,29973719
Chlorhexidine,Levofloxacin,Pseudomonas aeruginosa PA14,0,Additivity,Bliss,29973719
Chlorhexidine,Amikacin,Pseudomonas aeruginosa PA14,0.17,Antagonism,Bliss,29973719
Chlorhexidine,Polymyxin B,Pseudomonas aeruginosa PAO1,-0.61,Synergy,Bliss,29973719
Chlorhexidine,Amoxycillin,Pseudomonas aeruginosa PAO1,0.14,Additivity,Bliss,29973719
Chlorhexidine,Oxacillin,Pseudomonas aeruginosa PAO1,0.1,Additivity,Bliss,29973719
Chlorhexidine,Fosfomycin,Pseudomonas aeruginosa PAO1,-0.23,Synergy,Bliss,29973719
Chlorhexidine,Ciprofloxacin,Pseudomonas aeruginosa PAO1,-0.26,Synergy,Bliss,29973719
Chlorhexidine,Novobiocin,Pseudomonas aeruginosa PAO1,-0.28,Synergy,Bliss,29973719
Chlorhexidine,Levofloxacin,Pseudomonas aeruginosa PAO1,-0.44,Synergy,Bliss,29973719
Chlorhexidine,Minocycline,Pseudomonas aeruginosa PAO1,-0.44,Synergy,Bliss,29973719
Chlorhexidine,Chloramphenicol,Pseudomonas aeruginosa PAO1,0.1,Additivity,Bliss,29973719
Chlorhexidine,Fusidic Acid,Pseudomonas aeruginosa PAO1,-0.16,Additivity,Bliss,29973719
Chlorhexidine,Amikacin,Pseudomonas aeruginosa PAO1,0.17,Antagonism,Bliss,29973719
Chlorhexidine,Spectinomycin,Pseudomonas aeruginosa PAO1,0.16,Antagonism,Bliss,29973719
Chlorhexidine,Doxycycline,Salmonella typhimurium 14028,-0.43,Synergy,Bliss,29973719
Chlorhexidine,Mecillinam,Salmonella typhimurium 14028,0.17,Antagonism,Bliss,29973719
Chlorhexidine,Chloramphenicol,Salmonella typhimurium 14028,-0.16,Synergy,Bliss,29973719
Chlorhexidine,Novobiocin,Salmonella typhimurium 14028,-0.47,Synergy,Bliss,29973719
Chlorhexidine,Fusidic Acid,Salmonella typhimurium 14028,-0.5,Synergy,Bliss,29973719
Chlorhexidine,Levofloxacin,Salmonella typhimurium 14028,-0.57,Synergy,Bliss,29973719
Chlorhexidine,Minocycline,Salmonella typhimurium 14028,-0.72,Synergy,Bliss,29973719
Chlorhexidine,Amikacin,Salmonella typhimurium 14028,0.04,Additivity,Bliss,29973719
Chlorhexidine,Spectinomycin,Salmonella typhimurium 14028,0.03,Additivity,Bliss,29973719
Chlorhexidine,Doxycycline,Salmonella typhimurium LT2,-0.66,Synergy,Bliss,29973719
Chlorhexidine,Mecillinam,Salmonella typhimurium LT2,0.12,Additivity,Bliss,29973719
Chlorhexidine,Minocycline,Salmonella typhimurium LT2,-0.79,Synergy,Bliss,29973719
Chlorhexidine,Levofloxacin,Salmonella typhimurium LT2,-0.63,Synergy,Bliss,29973719
Chlorhexidine,Novobiocin,Salmonella typhimurium LT2,-0.18,Synergy,Bliss,29973719
Chlorhexidine,Fusidic Acid,Salmonella typhimurium LT2,-0.31,Additivity,Bliss,29973719
Chlorhexidine,Chloramphenicol,Salmonella typhimurium LT2,-0.09,Additivity,Bliss,29973719
Chlorhexidine,Spectinomycin,Salmonella typhimurium LT2,0.11,Antagonism,Bliss,29973719
Chlorhexidine,Amikacin,Salmonella typhimurium LT2,0.15,Antagonism,Bliss,29973719
Doxorubicin,Moxifloxacin,Salmonella typhimurium 14028,0.04,Additivity,Bliss,29973719
Doxorubicin,Moxifloxacin,Salmonella typhimurium LT2,-0.12,Synergy,Bliss,29973719
Doxorubicin,Mecillinam,Escherichia coli BW25113,-0.11,Synergy,Bliss,29973719
Doxorubicin,Aztreonam,Escherichia coli BW25113,-0.13,Synergy,Bliss,29973719
Doxorubicin,Mecillinam,Escherichia coli iAi1,-0.09,Additivity,Bliss,29973719
Doxorubicin,Aztreonam,Escherichia coli iAi1,-0.13,Additivity,Bliss,29973719
Doxorubicin,Polymyxin B,Pseudomonas aeruginosa PA14,-0.13,Synergy,Bliss,29973719
Doxorubicin,Ciprofloxacin,Pseudomonas aeruginosa PA14,-0.16,Synergy,Bliss,29973719
Doxorubicin,Polymyxin B,Pseudomonas aeruginosa PAO1,-0.03,Additivity,Bliss,29973719
Doxorubicin,Ciprofloxacin,Pseudomonas aeruginosa PAO1,0.05,Additivity,Bliss,29973719
Doxorubicin,Rifampicin,Salmonella typhimurium 14028,-0.05,Additivity,Bliss,29973719
Doxorubicin,Rifampicin,Salmonella typhimurium LT2,-0.15,Synergy,Bliss,29973719
Doxycycline Hyclate,Tetracycline,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Doxycycline Hyclate,Spectinomycin,Escherichia coli MG1655,nan,Additivity,Bliss,16550172
Doxycycline Hyclate,Ciprofloxacin,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Doxycycline Hyclate,Lomefloxacin,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Doxycycline Hyclate,Nalidixic Acid,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Doxycycline Hyclate,Sulfamonomethoxine,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Doxycycline Hyclate,Trimethoprim,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Doxycycline Hyclate,Nitrofurantoin,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Doxycycline Hyclate,Amikacin,Escherichia coli MG1655,nan,Additivity,Bliss,16550172
Doxycycline Hyclate,Tobramycin,Escherichia coli MG1655,nan,Additivity,Bliss,16550172
Doxycycline Hyclate,Streptomycin,Escherichia coli MG1655,nan,Additivity,Bliss,16550172
Doxycycline Hyclate,Bleomycin,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Doxycycline Hyclate,Ampicillin,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Doxycycline Hyclate,Piperacillin,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Doxycycline Hyclate,Cefoxitin,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Doxycycline Hyclate,Clindamycin,Escherichia coli MG1655,nan,Additivity,Bliss,16550172
Doxycycline Hyclate,Spiramycin,Escherichia coli MG1655,nan,Synergy,Bliss,16550172
Doxycycline Hyclate,Erythromycin,Escherichia coli MG1655,nan,Synergy,Bliss,16550172
Doxycycline Hyclate,Fusidic Acid,Escherichia coli MG1655,nan,Additivity,Bliss,16550172
Doxycycline Hyclate,Chloramphenicol,Escherichia coli MG1655,nan,Additivity,Bliss,16550172
Lmipenem,Fosfomycin,Pseudomonas aeruginosa,nan,Synergy,FICI,34567162
Lmipenem,Colistin,Pseudomonas aeruginosa,nan,Additivity,FICI,34567162
Lmipenem,Colistin,Pseudomonas aeruginosa PA14,-0.29,Synergy,Bliss,29973719
Lmipenem,Meropenem,Pseudomonas aeruginosa PA14,0.01,Additivity,Bliss,29973719
Lmipenem,Colistin,Pseudomonas aeruginosa PAO1,0.07,Additivity,Bliss,29973719
Lmipenem,Meropenem,Pseudomonas aeruginosa PAO1,0.15,Antagonism,Bliss,29973719
Lmipenem,Moxifloxacin,Salmonella typhimurium 14028,0.22,Antagonism,Bliss,29973719
Lmipenem,Meropenem,Salmonella typhimurium 14028,-0.45,Synergy,Bliss,29973719
Lmipenem,Colistin,Salmonella typhimurium 14028,0.66,Antagonism,Bliss,29973719
Lmipenem,Moxifloxacin,Salmonella typhimurium LT2,0.05,Additivity,Bliss,29973719
Lmipenem,Meropenem,Salmonella typhimurium LT2,-0.15,Additivity,Bliss,29973719
Lmipenem,Colistin,Salmonella typhimurium LT2,-0.04,Additivity,Bliss,29973719
Lmipenem,Chlorhexidine,Acinetobacter baumannii,0.63,Additivity,FICI,33731026
Lmipenem,Fosfomycin,Carbapenem,0.75,Additivity,FICI,33668905
Lmipenem,Fosfomycin,Carbapenem,0.56,Additivity,FICI,33668905
Lmipenem,Cefsulodin,Escherichia coli BW25113,-0.26,Synergy,Bliss,29973719
Lmipenem,Trimethoprim,Escherichia coli BW25113,-0.21,Synergy,Bliss,29973719
Lmipenem,Rifampicin,Escherichia coli BW25113,0.05,Additivity,Bliss,29973719
Lmipenem,Chloramphenicol,Escherichia coli BW25113,0.14,Antagonism,Bliss,29973719
Lmipenem,Erythromycin,Escherichia coli BW25113,0.14,Antagonism,Bliss,29973719
Lmipenem,Puromycin,Escherichia coli BW25113,0.13,Antagonism,Bliss,29973719
Lmipenem,Doxycycline,Escherichia coli BW25113,0.21,Antagonism,Bliss,29973719
Lmipenem,Nitrofurantoin,Escherichia coli BW25113,-0.13,Synergy,Bliss,29973719
Lmipenem,Cefotaxime,Escherichia coli BW25113,-0.12,Additivity,Bliss,29973719
Lmipenem,Mupirocin,Escherichia coli BW25113,0.16,Antagonism,Bliss,29973719
Lmipenem,Cefsulodin,Escherichia coli iAi1,-0.07,Additivity,Bliss,29973719
Lmipenem,Trimethoprim,Escherichia coli iAi1,-0.07,Additivity,Bliss,29973719
Lmipenem,Erythromycin,Escherichia coli iAi1,0.04,Additivity,Bliss,29973719
Lmipenem,Puromycin,Escherichia coli iAi1,0.08,Additivity,Bliss,29973719
Lmipenem,Chloramphenicol,Escherichia coli iAi1,0.18,Antagonism,Bliss,29973719
Lmipenem,Rifampicin,Escherichia coli iAi1,0.2,Antagonism,Bliss,29973719
Lmipenem,Doxycycline,Escherichia coli iAi1,0.26,Antagonism,Bliss,29973719
Lmipenem,Cefotaxime,Escherichia coli iAi1,-0.16,Synergy,Bliss,29973719
Lmipenem,Mupirocin,Escherichia coli iAi1,0.09,Additivity,Bliss,29973719
Lmipenem,Nitrofurantoin,Escherichia coli iAi1,-0.11,Additivity,Bliss,29973719
Lmipenem,Rifabutin,Mycobacterium abscessus,0.38,Synergy,FICI,29866869
Lmipenem,Gentamicin,Pseudomonas aeruginosa,nan,Additivity,FICI,34567162
Lmipenem,Gentamicin,Pseudomonas aeruginosa,1,Additivity,FICI,33582141
Lmipenem,Ciprofloxacin,Pseudomonas aeruginosa,nan,Synergy,FICI,2508546
Lmipenem,Amikacin,Pseudomonas aeruginosa PA14,0,Additivity,Bliss,29973719
Lmipenem,Piperacillin,Pseudomonas aeruginosa PA14,-0.06,Additivity,Bliss,29973719
Lmipenem,Aztreonam,Pseudomonas aeruginosa PA14,-0.24,Synergy,Bliss,29973719
Lmipenem,Cefotaxime,Pseudomonas aeruginosa PA14,-0.07,Additivity,Bliss,29973719
Lmipenem,Nitrofurantoin,Pseudomonas aeruginosa PA14,0.22,Antagonism,Bliss,29973719
Lmipenem,Amikacin,Pseudomonas aeruginosa PAO1,-0.1,Synergy,Bliss,29973719
Lmipenem,Piperacillin,Pseudomonas aeruginosa PAO1,0.57,Antagonism,Bliss,29973719
Lmipenem,Nitrofurantoin,Pseudomonas aeruginosa PAO1,0.05,Additivity,Bliss,29973719
Lmipenem,Aztreonam,Pseudomonas aeruginosa PAO1,0.41,Antagonism,Bliss,29973719
Lmipenem,Cefotaxime,Pseudomonas aeruginosa PAO1,0.3,Antagonism,Bliss,29973719
Lmipenem,Doxycycline,Salmonella typhimurium 14028,0.17,Antagonism,Bliss,29973719
Lmipenem,Fosfomycin,Salmonella typhimurium 14028,-0.16,Synergy,Bliss,29973719
Lmipenem,Cefaclor,Salmonella typhimurium 14028,-0.33,Synergy,Bliss,29973719
Lmipenem,Amoxycillin,Salmonella typhimurium 14028,-0.32,Synergy,Bliss,29973719
Lmipenem,Novobiocin,Salmonella typhimurium 14028,-0.1,Synergy,Bliss,29973719
Lmipenem,Mecillinam,Salmonella typhimurium 14028,-0.36,Synergy,Bliss,29973719
Lmipenem,D-Cycloserine,Salmonella typhimurium 14028,-0.19,Additivity,Bliss,29973719
Lmipenem,Pyocyanin,Salmonella typhimurium 14028,-0.37,Synergy,Bliss,29973719
Lmipenem,Doxycycline,Salmonella typhimurium LT2,0.09,Additivity,Bliss,29973719
Lmipenem,Fosfomycin,Salmonella typhimurium LT2,-0.26,Synergy,Bliss,29973719
Lmipenem,Cefaclor,Salmonella typhimurium LT2,-0.33,Synergy,Bliss,29973719
Lmipenem,Amoxycillin,Salmonella typhimurium LT2,-0.16,Additivity,Bliss,29973719
Lmipenem,Novobiocin,Salmonella typhimurium LT2,-0.06,Additivity,Bliss,29973719
Lmipenem,Mecillinam,Salmonella typhimurium LT2,-0.04,Additivity,Bliss,29973719
Lmipenem,D-Cycloserine,Salmonella typhimurium LT2,-0.43,Synergy,Bliss,29973719
Lmipenem,Pyocyanin,Salmonella typhimurium LT2,-0.5,Synergy,Bliss,29973719
Lomefloxacin,Ciprofloxacin,Escherichia coli BW25113,nan,Additivity,Loewe,24867991
Lomefloxacin,Nalidixic Acid,Escherichia coli BW25113,nan,Additivity,Loewe,24867991
Lomefloxacin,Nitrofurantoin,Escherichia coli BW25113,nan,Antagonism,Loewe,24867991
Lomefloxacin,Amikacin,Escherichia coli BW25113,nan,Additivity,Loewe,24867991
Lomefloxacin,Gentamicin,Escherichia coli BW25113,nan,Antagonism,Loewe,24867991
Lomefloxacin,Kanamycin,Escherichia coli BW25113,nan,Additivity,Loewe,24867991
Lomefloxacin,Tobramycin,Escherichia coli BW25113,nan,Additivity,Loewe,24867991
Lomefloxacin,Streptomycin,Escherichia coli BW25113,nan,Additivity,Loewe,24867991
Lomefloxacin,Tetracycline,Escherichia coli BW25113,nan,Antagonism,Loewe,24867991
Lomefloxacin,Doxycycline,Escherichia coli BW25113,nan,Antagonism,Loewe,24867991
Lomefloxacin,Chloramphenicol,Escherichia coli BW25113,nan,Antagonism,Loewe,24867991
Lomefloxacin,Erythromycin,Escherichia coli BW25113,nan,Antagonism,Loewe,24867991
Lomefloxacin,Fusidic Acid,Escherichia coli BW25113,nan,Antagonism,Loewe,24867991
Lomefloxacin,Sulfamonomethoxine,Escherichia coli BW25113,nan,Antagonism,Loewe,24867991
Lomefloxacin,Trimethoprim,Escherichia coli BW25113,nan,Additivity,Loewe,24867991
Lomefloxacin,Nalidixic Acid,Escherichia coli MG1655,nan,Additivity,Bliss,16550172
Lomefloxacin,Sulfamonomethoxine,Escherichia coli MG1655,nan,Additivity,Bliss,16550172
Lomefloxacin,Trimethoprim,Escherichia coli MG1655,nan,Additivity,Bliss,16550172
Lomefloxacin,Nitrofurantoin,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Lomefloxacin,Amikacin,Escherichia coli MG1655,nan,Additivity,Bliss,16550172
Lomefloxacin,Tobramycin,Escherichia coli MG1655,nan,Synergy,Bliss,16550172
Lomefloxacin,Streptomycin,Escherichia coli MG1655,nan,Synergy,Bliss,16550172
Lomefloxacin,Bleomycin,Escherichia coli MG1655,nan,Additivity,Bliss,16550172
Lomefloxacin,Ampicillin,Escherichia coli BW25113,nan,Antagonism,Loewe,24867991
Lomefloxacin,Piperacillin,Escherichia coli BW25113,nan,Additivity,Loewe,24867991
Lomefloxacin,Cefoxitin,Escherichia coli BW25113,nan,Antagonism,Loewe,24867991
Lomefloxacin,Fosfomycin,Escherichia coli BW25113,nan,Antagonism,Loewe,24867991
Lomefloxacin,Ampicillin,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Lomefloxacin,Piperacillin,Escherichia coli MG1655,nan,Additivity,Bliss,16550172
Lomefloxacin,Cefoxitin,Escherichia coli MG1655,nan,Additivity,Bliss,16550172
Lomefloxacin,Clindamycin,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Lomefloxacin,Spiramycin,Escherichia coli MG1655,nan,Additivity,Bliss,16550172
Lomefloxacin,Erythromycin,Escherichia coli MG1655,nan,Additivity,Bliss,16550172
Lomefloxacin,Fusidic Acid,Escherichia coli MG1655,nan,Additivity,Bliss,16550172
Lomefloxacin,Chloramphenicol,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Lomefloxacin,Doxycycline Hyclate,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Lomefloxacin,Tetracycline,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Lomefloxacin,Spectinomycin,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Lomefloxacin,Ciprofloxacin,Escherichia coli MG1655,nan,Additivity,Bliss,16550172
Mezlocillin,Ciprofloxacin,Pseudomonas aeruginosa,nan,Synergy,FICI,2508546
Neomycin Sulfate,Polymyxin B,Enterococcus faecalis,nan,Synergy,FICI,7928043
Neomycin Sulfate,Polymyxin B,Escherichia coli ATCC25922,nan,Additivity,FICI,7928043
Neomycin Sulfate,Polymyxin B,Escherichia coli ATCC35218,nan,Additivity,FICI,7928043
Neomycin Sulfate,Polymyxin B,Proteus vulgaris,nan,Additivity,FICI,7928043
Neomycin Sulfate,Polymyxin B,Pseudomonas aeruginosa,nan,Additivity,FICI,7928043
Neomycin Sulfate,Polymyxin B,Staphylococcus aureus,nan,Additivity,FICI,7928043
Nigericin,Spectinomycin,Mycobacterium tuberculosis,-1,Synergy,,27222539
Penicillin G,Tetracycline,Bacillus anthracis str. Sterne,2.03,Indifferent,FICI,15793105
Penicillin G,Rifampicin,Bacillus anthracis str. Sterne,1.5,Indifferent,FICI,15793105
Penicillin G,Clindamycin,Bacillus anthracis str. Sterne,1.5,Indifferent,FICI,15793105
Penicillin G,Vancomycin,Bacillus anthracis str. Sterne,1.06,Indifferent,FICI,15793105
Penicillin G,Telithromycin,Bacillus anthracis str. Sterne,0.72,Additivity,FICI,15793105
Penicillin G,Linezolid,Bacillus anthracis str. Sterne,4.25,Antagonism,FICI,15793105
Penicillin G,Tetracycline,Bacillus anthracis str. Sti,2.03,Indifferent,FICI,15793105
Penicillin G,Rifampicin,Bacillus anthracis str. Sti,9.33,Antagonism,FICI,15793105
Penicillin G,Clindamycin,Bacillus anthracis str. Sti,9.3,Antagonism,FICI,15793105
Penicillin G,Vancomycin,Bacillus anthracis str. Sti,34,Antagonism,FICI,15793105
Penicillin G,Telithromycin,Bacillus anthracis str. Sti,5,Antagonism,FICI,15793105
Penicillin G,Linezolid,Bacillus anthracis str. Sti,33,Antagonism,FICI,15793105
Penicillin G,Spectinomycin,Escherichia coli MG1655,1.28,Antagonism,,28383902
Penicillin G,Rifampicin,Escherichia coli MG1655,0.81,Additivity,,28383902
Penicillin G,Vancomycin,Escherichia coli MG1655,0.6,Additivity,,28383902
Penicillin G,Trimethoprim,Escherichia coli MG1655,0.5,Additivity,,28383902
Penicillin G,Tobramycin,Escherichia coli MG1655,0.49,Additivity,,28383902
Penicillin G,Roxithromycin,Escherichia coli MG1655,-0.18,Additivity,,28383902
Penicillin G,Tetracycline,Escherichia coli MG1655,-0.66,Synergy,,28383902
Penicillin G,Moxifloxacin,Pseudomonas aeruginosa PA14,0.04,Additivity,Bliss,29973719
Penicillin G,Moxifloxacin,Pseudomonas aeruginosa PAO1,-0.22,Synergy,Bliss,29973719
Penicillin G,Meropenem,Salmonella typhimurium 14028,-0.41,Synergy,Bliss,29973719
Penicillin G,Clarithromycin,Salmonella typhimurium 14028,0.06,Additivity,Bliss,29973719
Penicillin G,Puromycin,Salmonella typhimurium 14028,0.08,Additivity,Bliss,29973719
Penicillin G,Pyocyanin,Salmonella typhimurium 14028,0.1,Additivity,Bliss,29973719
Penicillin G,Meropenem,Salmonella typhimurium LT2,-0.27,Additivity,Bliss,29973719
Penicillin G,Clarithromycin,Salmonella typhimurium LT2,0.16,Antagonism,Bliss,29973719
Penicillin G,Puromycin,Salmonella typhimurium LT2,0.1,Antagonism,Bliss,29973719
Penicillin G,Pyocyanin,Salmonella typhimurium LT2,0.24,Antagonism,Bliss,29973719
Penicillin G,Ciprofloxacin,Bacillus anthracis str. Sterne,2.03,Indifferent,FICI,15793105
Penicillin G,Ciprofloxacin,Bacillus anthracis str. Sti,2.03,Indifferent,FICI,15793105
Penicillin G,Aztreonam,Escherichia coli BW25113,-0.24,Synergy,Bliss,29973719
Penicillin G,Oxacillin,Escherichia coli BW25113,-0.24,Synergy,Bliss,29973719
Penicillin G,Fosfomycin,Escherichia coli BW25113,-0.13,Synergy,Bliss,29973719
Penicillin G,Amoxycillin,Escherichia coli BW25113,-0.1,Additivity,Bliss,29973719
Penicillin G,Cefotaxime,Escherichia coli BW25113,-0.07,Additivity,Bliss,29973719
Penicillin G,Cefsulodin,Escherichia coli BW25113,-0.06,Additivity,Bliss,29973719
