Drug A,Drug B,Strain,Bliss Score,Interaction Type,Method,PMID,Drug A Inchikey,Drug B Inchikey,Specie,Drug Pair
moxifloxacin,trimethoprim,escherichia coli iai1,0.13,Antagonism,Bliss,29973719,FABPRXSRWADJSP-MEDUHNTESA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,escherichia coli,"('FABPRXSRWADJSP-MEDUHNTESA-N', 'IEDVJHCEMCRBQM-UHFFFAOYSA-N')"
moxifloxacin,pyocyanin,escherichia coli iai1,0.3,Antagonism,Bliss,29973719,FABPRXSRWADJSP-MEDUHNTESA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,escherichia coli,"('FABPRXSRWADJSP-MEDUHNTESA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
moxifloxacin,chlorhexidine,pseudomonas aeruginosa pa14,-0.63,Synergy,Bliss,29973719,FABPRXSRWADJSP-MEDUHNTESA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,pseudomonas aeruginosa,"('FABPRXSRWADJSP-MEDUHNTESA-N', 'GHXZTYHSJHQHIJ-UHFFFAOYSA-N')"
moxifloxacin,penicillin g,pseudomonas aeruginosa pa14,0.04,Additivity,Bliss,29973719,FABPRXSRWADJSP-MEDUHNTESA-N,JGSARLDLIJGVTE-MBNYWOFBSA-N,pseudomonas aeruginosa,"('FABPRXSRWADJSP-MEDUHNTESA-N', 'JGSARLDLIJGVTE-MBNYWOFBSA-N')"
moxifloxacin,chlorhexidine,pseudomonas aeruginosa pao1,-0.68,Synergy,Bliss,29973719,FABPRXSRWADJSP-MEDUHNTESA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,pseudomonas aeruginosa,"('FABPRXSRWADJSP-MEDUHNTESA-N', 'GHXZTYHSJHQHIJ-UHFFFAOYSA-N')"
moxifloxacin,penicillin g,pseudomonas aeruginosa pao1,-0.22,Synergy,Bliss,29973719,FABPRXSRWADJSP-MEDUHNTESA-N,JGSARLDLIJGVTE-MBNYWOFBSA-N,pseudomonas aeruginosa,"('FABPRXSRWADJSP-MEDUHNTESA-N', 'JGSARLDLIJGVTE-MBNYWOFBSA-N')"
moxifloxacin,doxorubicin,salmonella typhimurium 14028,0.04,Additivity,Bliss,29973719,FABPRXSRWADJSP-MEDUHNTESA-N,AOJJSUZBOXZQNB-TZSSRYMLSA-N,salmonella typhimurium,"('AOJJSUZBOXZQNB-TZSSRYMLSA-N', 'FABPRXSRWADJSP-MEDUHNTESA-N')"
moxifloxacin,spectinomycin,salmonella typhimurium 14028,0.32,Antagonism,Bliss,29973719,FABPRXSRWADJSP-MEDUHNTESA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,salmonella typhimurium,"('FABPRXSRWADJSP-MEDUHNTESA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
moxifloxacin,piperacillin,salmonella typhimurium 14028,0.12,Antagonism,Bliss,29973719,FABPRXSRWADJSP-MEDUHNTESA-N,IVBHGBMCVLDMKU-GXNBUGAJSA-N,salmonella typhimurium,"('FABPRXSRWADJSP-MEDUHNTESA-N', 'IVBHGBMCVLDMKU-GXNBUGAJSA-N')"
moxifloxacin,lmipenem,salmonella typhimurium 14028,0.22,Antagonism,Bliss,29973719,FABPRXSRWADJSP-MEDUHNTESA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,salmonella typhimurium,"('FABPRXSRWADJSP-MEDUHNTESA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
moxifloxacin,pyocyanin,salmonella typhimurium 14028,0.88,Antagonism,Bliss,29973719,FABPRXSRWADJSP-MEDUHNTESA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,salmonella typhimurium,"('FABPRXSRWADJSP-MEDUHNTESA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
moxifloxacin,doxorubicin,salmonella typhimurium lt2,-0.12,Synergy,Bliss,29973719,FABPRXSRWADJSP-MEDUHNTESA-N,AOJJSUZBOXZQNB-TZSSRYMLSA-N,salmonella typhimurium,"('AOJJSUZBOXZQNB-TZSSRYMLSA-N', 'FABPRXSRWADJSP-MEDUHNTESA-N')"
moxifloxacin,spectinomycin,salmonella typhimurium lt2,0.12,Additivity,Bliss,29973719,FABPRXSRWADJSP-MEDUHNTESA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,salmonella typhimurium,"('FABPRXSRWADJSP-MEDUHNTESA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
moxifloxacin,piperacillin,salmonella typhimurium lt2,0.07,Additivity,Bliss,29973719,FABPRXSRWADJSP-MEDUHNTESA-N,IVBHGBMCVLDMKU-GXNBUGAJSA-N,salmonella typhimurium,"('FABPRXSRWADJSP-MEDUHNTESA-N', 'IVBHGBMCVLDMKU-GXNBUGAJSA-N')"
moxifloxacin,lmipenem,salmonella typhimurium lt2,0.05,Additivity,Bliss,29973719,FABPRXSRWADJSP-MEDUHNTESA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,salmonella typhimurium,"('FABPRXSRWADJSP-MEDUHNTESA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
moxifloxacin,pyocyanin,salmonella typhimurium lt2,0.25,Antagonism,Bliss,29973719,FABPRXSRWADJSP-MEDUHNTESA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,salmonella typhimurium,"('FABPRXSRWADJSP-MEDUHNTESA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
mupirocin,lmipenem,escherichia coli bw25113,0.16,Antagonism,Bliss,29973719,MINDHVHHQZYEEK-HBBNESRFSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,escherichia coli,"('MINDHVHHQZYEEK-HBBNESRFSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
mupirocin,lmipenem,escherichia coli iai1,0.09,Additivity,Bliss,29973719,MINDHVHHQZYEEK-HBBNESRFSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,escherichia coli,"('MINDHVHHQZYEEK-HBBNESRFSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
mupirocin,novobiocin,escherichia coli bw25113,0.11,Additivity,Bliss,29973719,MINDHVHHQZYEEK-HBBNESRFSA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,escherichia coli,"('MINDHVHHQZYEEK-HBBNESRFSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
mupirocin,novobiocin,escherichia coli iai1,0.1,Antagonism,Bliss,29973719,MINDHVHHQZYEEK-HBBNESRFSA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,escherichia coli,"('MINDHVHHQZYEEK-HBBNESRFSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
mupirocin,chlorhexidine,salmonella typhimurium 14028,-0.64,Synergy,Bliss,29973719,MINDHVHHQZYEEK-HBBNESRFSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,salmonella typhimurium,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'MINDHVHHQZYEEK-HBBNESRFSA-N')"
mupirocin,spectinomycin,salmonella typhimurium 14028,0.08,Additivity,Bliss,29973719,MINDHVHHQZYEEK-HBBNESRFSA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,salmonella typhimurium,"('MINDHVHHQZYEEK-HBBNESRFSA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
mupirocin,pyocyanin,salmonella typhimurium 14028,0.04,Additivity,Bliss,29973719,MINDHVHHQZYEEK-HBBNESRFSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,salmonella typhimurium,"('MINDHVHHQZYEEK-HBBNESRFSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
mupirocin,polymyxin b,salmonella typhimurium 14028,-0.29,Additivity,Bliss,29973719,MINDHVHHQZYEEK-HBBNESRFSA-N,WQVJHHACXVLGBL-BPJDFBQWSA-N,salmonella typhimurium,"('MINDHVHHQZYEEK-HBBNESRFSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
mupirocin,polymyxin b,salmonella typhimurium lt2,-0.23,Synergy,Bliss,29973719,MINDHVHHQZYEEK-HBBNESRFSA-N,WQVJHHACXVLGBL-BPJDFBQWSA-N,salmonella typhimurium,"('MINDHVHHQZYEEK-HBBNESRFSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
mupirocin,chlorhexidine,salmonella typhimurium lt2,-0.29,Additivity,Bliss,29973719,MINDHVHHQZYEEK-HBBNESRFSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,salmonella typhimurium,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'MINDHVHHQZYEEK-HBBNESRFSA-N')"
mupirocin,pyocyanin,salmonella typhimurium lt2,0.11,Antagonism,Bliss,29973719,MINDHVHHQZYEEK-HBBNESRFSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,salmonella typhimurium,"('MINDHVHHQZYEEK-HBBNESRFSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
mupirocin,spectinomycin,salmonella typhimurium lt2,0.12,Antagonism,Bliss,29973719,MINDHVHHQZYEEK-HBBNESRFSA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,salmonella typhimurium,"('MINDHVHHQZYEEK-HBBNESRFSA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
nitrofurantoin,bleomycin,escherichia coli bw25113,-0.19,Synergy,Bliss,29973719,NXFQHRVNIOXGAQ-YCRREMRBSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,escherichia coli,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')"
nitrofurantoin,lmipenem,escherichia coli bw25113,-0.13,Synergy,Bliss,29973719,NXFQHRVNIOXGAQ-YCRREMRBSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,escherichia coli,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
nitrofurantoin,tobramycin,escherichia coli bw25113,-0.22,Synergy,Bliss,29973719,NXFQHRVNIOXGAQ-YCRREMRBSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,escherichia coli,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')"
nitrofurantoin,pyocyanin,escherichia coli bw25113,-0.1,Additivity,Bliss,29973719,NXFQHRVNIOXGAQ-YCRREMRBSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,escherichia coli,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
nitrofurantoin,bleomycin,escherichia coli iai1,-0.32,Synergy,Bliss,29973719,NXFQHRVNIOXGAQ-YCRREMRBSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,escherichia coli,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'OYVAGSVQBOHSSS-WXFSZRTFSA-O')"
nitrofurantoin,pyocyanin,escherichia coli iai1,-0.21,Synergy,Bliss,29973719,NXFQHRVNIOXGAQ-YCRREMRBSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,escherichia coli,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
nitrofurantoin,lmipenem,escherichia coli iai1,-0.11,Additivity,Bliss,29973719,NXFQHRVNIOXGAQ-YCRREMRBSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,escherichia coli,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
nitrofurantoin,tobramycin,escherichia coli iai1,-0.66,Additivity,Bliss,29973719,NXFQHRVNIOXGAQ-YCRREMRBSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,escherichia coli,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')"
nitrofurantoin,rifampicin,pseudomonas aeruginosa pa14,-0.03,Additivity,Bliss,29973719,NXFQHRVNIOXGAQ-YCRREMRBSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,pseudomonas aeruginosa,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')"
nitrofurantoin,tobramycin,pseudomonas aeruginosa pa14,0.02,Additivity,Bliss,29973719,NXFQHRVNIOXGAQ-YCRREMRBSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,pseudomonas aeruginosa,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')"
nitrofurantoin,lmipenem,pseudomonas aeruginosa pa14,0.22,Antagonism,Bliss,29973719,NXFQHRVNIOXGAQ-YCRREMRBSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,pseudomonas aeruginosa,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
nitrofurantoin,rifampicin,pseudomonas aeruginosa pao1,-0.13,Synergy,Bliss,29973719,NXFQHRVNIOXGAQ-YCRREMRBSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,pseudomonas aeruginosa,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')"
nitrofurantoin,lmipenem,pseudomonas aeruginosa pao1,0.05,Additivity,Bliss,29973719,NXFQHRVNIOXGAQ-YCRREMRBSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,pseudomonas aeruginosa,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
nitrofurantoin,tobramycin,pseudomonas aeruginosa pao1,0.16,Antagonism,Bliss,29973719,NXFQHRVNIOXGAQ-YCRREMRBSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,pseudomonas aeruginosa,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')"
nitrofurantoin,pyocyanin,salmonella typhimurium 14028,-0.08,Additivity,Bliss,29973719,NXFQHRVNIOXGAQ-YCRREMRBSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,salmonella typhimurium,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
nitrofurantoin,pyocyanin,salmonella typhimurium lt2,-0.59,Synergy,Bliss,29973719,NXFQHRVNIOXGAQ-YCRREMRBSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,salmonella typhimurium,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
nitrofurantoin,polymyxin b,escherichia coli bw25113,0.03,Additivity,Bliss,29973719,NXFQHRVNIOXGAQ-YCRREMRBSA-N,WQVJHHACXVLGBL-BPJDFBQWSA-N,escherichia coli,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
nitrofurantoin,novobiocin,escherichia coli bw25113,0.06,Additivity,Bliss,29973719,NXFQHRVNIOXGAQ-YCRREMRBSA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,escherichia coli,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
nitrofurantoin,polymyxin b,escherichia coli iai1,-0.14,Synergy,Bliss,29973719,NXFQHRVNIOXGAQ-YCRREMRBSA-N,WQVJHHACXVLGBL-BPJDFBQWSA-N,escherichia coli,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
nitrofurantoin,novobiocin,escherichia coli iai1,0.37,Antagonism,Bliss,29973719,NXFQHRVNIOXGAQ-YCRREMRBSA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,escherichia coli,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
nitrofurantoin,piperacillin,pseudomonas aeruginosa pa14,0.07,Additivity,Bliss,29973719,NXFQHRVNIOXGAQ-YCRREMRBSA-N,IVBHGBMCVLDMKU-GXNBUGAJSA-N,pseudomonas aeruginosa,"('IVBHGBMCVLDMKU-GXNBUGAJSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')"
nitrofurantoin,spectinomycin,pseudomonas aeruginosa pa14,-0.04,Additivity,Bliss,29973719,NXFQHRVNIOXGAQ-YCRREMRBSA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,pseudomonas aeruginosa,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
nitrofurantoin,piperacillin,pseudomonas aeruginosa pao1,-0.14,Synergy,Bliss,29973719,NXFQHRVNIOXGAQ-YCRREMRBSA-N,IVBHGBMCVLDMKU-GXNBUGAJSA-N,pseudomonas aeruginosa,"('IVBHGBMCVLDMKU-GXNBUGAJSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')"
nitrofurantoin,spectinomycin,pseudomonas aeruginosa pao1,0.15,Antagonism,Bliss,29973719,NXFQHRVNIOXGAQ-YCRREMRBSA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,pseudomonas aeruginosa,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
nitrofurantoin,novobiocin,salmonella typhimurium 14028,0.21,Antagonism,Bliss,29973719,NXFQHRVNIOXGAQ-YCRREMRBSA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,salmonella typhimurium,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
nitrofurantoin,novobiocin,salmonella typhimurium lt2,-0.04,Additivity,Bliss,29973719,NXFQHRVNIOXGAQ-YCRREMRBSA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,salmonella typhimurium,"('NXFQHRVNIOXGAQ-YCRREMRBSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,polymyxin b,escherichia coli bw25113,-0.29,Synergy,Bliss,29973719,YJQPYGGHQPGBLI-KGSXXDOSSA-N,WQVJHHACXVLGBL-BPJDFBQWSA-N,escherichia coli,"('WQVJHHACXVLGBL-BPJDFBQWSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,trimethoprim,escherichia coli bw25113,0.09,Additivity,Bliss,29973719,YJQPYGGHQPGBLI-KGSXXDOSSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,escherichia coli,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,puromycin,escherichia coli bw25113,-0.09,Additivity,Bliss,29973719,YJQPYGGHQPGBLI-KGSXXDOSSA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,escherichia coli,"('RXWNCPJZOCPEPQ-NVWDDTSBSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,cefsulodin,escherichia coli bw25113,-0.11,Additivity,Bliss,29973719,YJQPYGGHQPGBLI-KGSXXDOSSA-N,SYLKGLMBLAAGSC-QLVMHMETSA-N,escherichia coli,"('SYLKGLMBLAAGSC-QLVMHMETSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,bleomycin,escherichia coli bw25113,-0.18,Additivity,Bliss,29973719,YJQPYGGHQPGBLI-KGSXXDOSSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,escherichia coli,"('OYVAGSVQBOHSSS-WXFSZRTFSA-O', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,rifampicin,escherichia coli bw25113,0.14,Antagonism,Bliss,29973719,YJQPYGGHQPGBLI-KGSXXDOSSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,escherichia coli,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,pyocyanin,escherichia coli bw25113,0.12,Additivity,Bliss,29973719,YJQPYGGHQPGBLI-KGSXXDOSSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,escherichia coli,"('YJQPYGGHQPGBLI-KGSXXDOSSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
novobiocin,polymyxin b,escherichia coli iai1,-0.36,Synergy,Bliss,29973719,YJQPYGGHQPGBLI-KGSXXDOSSA-N,WQVJHHACXVLGBL-BPJDFBQWSA-N,escherichia coli,"('WQVJHHACXVLGBL-BPJDFBQWSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,cefsulodin,escherichia coli iai1,-0.14,Synergy,Bliss,29973719,YJQPYGGHQPGBLI-KGSXXDOSSA-N,SYLKGLMBLAAGSC-QLVMHMETSA-N,escherichia coli,"('SYLKGLMBLAAGSC-QLVMHMETSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,bleomycin,escherichia coli iai1,-0.28,Synergy,Bliss,29973719,YJQPYGGHQPGBLI-KGSXXDOSSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,escherichia coli,"('OYVAGSVQBOHSSS-WXFSZRTFSA-O', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,rifampicin,escherichia coli iai1,-0.11,Additivity,Bliss,29973719,YJQPYGGHQPGBLI-KGSXXDOSSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,escherichia coli,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,trimethoprim,escherichia coli iai1,0.14,Antagonism,Bliss,29973719,YJQPYGGHQPGBLI-KGSXXDOSSA-N,IEDVJHCEMCRBQM-UHFFFAOYSA-N,escherichia coli,"('IEDVJHCEMCRBQM-UHFFFAOYSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,puromycin,escherichia coli iai1,0.15,Antagonism,Bliss,29973719,YJQPYGGHQPGBLI-KGSXXDOSSA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,escherichia coli,"('RXWNCPJZOCPEPQ-NVWDDTSBSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,pyocyanin,escherichia coli iai1,0.27,Antagonism,Bliss,29973719,YJQPYGGHQPGBLI-KGSXXDOSSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,escherichia coli,"('YJQPYGGHQPGBLI-KGSXXDOSSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
novobiocin,chlorhexidine,pseudomonas aeruginosa pa14,-0.64,Synergy,Bliss,29973719,YJQPYGGHQPGBLI-KGSXXDOSSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,pseudomonas aeruginosa,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,chlorhexidine,pseudomonas aeruginosa pao1,-0.28,Synergy,Bliss,29973719,YJQPYGGHQPGBLI-KGSXXDOSSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,pseudomonas aeruginosa,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,polymyxin b,salmonella typhimurium 14028,-0.28,Synergy,Bliss,29973719,YJQPYGGHQPGBLI-KGSXXDOSSA-N,WQVJHHACXVLGBL-BPJDFBQWSA-N,salmonella typhimurium,"('WQVJHHACXVLGBL-BPJDFBQWSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,cefsulodin,salmonella typhimurium 14028,-0.2,Synergy,Bliss,29973719,YJQPYGGHQPGBLI-KGSXXDOSSA-N,SYLKGLMBLAAGSC-QLVMHMETSA-N,salmonella typhimurium,"('SYLKGLMBLAAGSC-QLVMHMETSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,bleomycin,salmonella typhimurium 14028,-0.28,Synergy,Bliss,29973719,YJQPYGGHQPGBLI-KGSXXDOSSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,salmonella typhimurium,"('OYVAGSVQBOHSSS-WXFSZRTFSA-O', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,tobramycin,salmonella typhimurium 14028,-0.21,Synergy,Bliss,29973719,YJQPYGGHQPGBLI-KGSXXDOSSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,salmonella typhimurium,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,lmipenem,salmonella typhimurium 14028,-0.1,Synergy,Bliss,29973719,YJQPYGGHQPGBLI-KGSXXDOSSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,salmonella typhimurium,"('YJQPYGGHQPGBLI-KGSXXDOSSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
novobiocin,chlorhexidine,salmonella typhimurium 14028,-0.47,Synergy,Bliss,29973719,YJQPYGGHQPGBLI-KGSXXDOSSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,salmonella typhimurium,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,pyocyanin,salmonella typhimurium 14028,0.49,Antagonism,Bliss,29973719,YJQPYGGHQPGBLI-KGSXXDOSSA-N,YNCMLFHHXWETLD-UHFFFAOYSA-N,salmonella typhimurium,"('YJQPYGGHQPGBLI-KGSXXDOSSA-N', 'YNCMLFHHXWETLD-UHFFFAOYSA-N')"
novobiocin,polymyxin b,salmonella typhimurium lt2,-0.18,Synergy,Bliss,29973719,YJQPYGGHQPGBLI-KGSXXDOSSA-N,WQVJHHACXVLGBL-BPJDFBQWSA-N,salmonella typhimurium,"('WQVJHHACXVLGBL-BPJDFBQWSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,cefsulodin,salmonella typhimurium lt2,-0.07,Additivity,Bliss,29973719,YJQPYGGHQPGBLI-KGSXXDOSSA-N,SYLKGLMBLAAGSC-QLVMHMETSA-N,salmonella typhimurium,"('SYLKGLMBLAAGSC-QLVMHMETSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,bleomycin,salmonella typhimurium lt2,-0.06,Additivity,Bliss,29973719,YJQPYGGHQPGBLI-KGSXXDOSSA-N,OYVAGSVQBOHSSS-WXFSZRTFSA-O,salmonella typhimurium,"('OYVAGSVQBOHSSS-WXFSZRTFSA-O', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,tobramycin,salmonella typhimurium lt2,-0.05,Additivity,Bliss,29973719,YJQPYGGHQPGBLI-KGSXXDOSSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,salmonella typhimurium,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
